Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Dak Prescott,DAL,0,0,0,0,0,17.0,2022,241
Malik Davis,DAL,2,2,23,0,18,17.0,2022,241
Ezekiel Elliott,DAL,0,0,0,0,0,17.0,2022,241
CeeDee Lamb,DAL,14,11,100,0,34,17.0,2022,241
Dalton Schultz,DAL,10,7,56,2,13,17.0,2022,241
T.Y. Hilton,DAL,5,4,50,0,28,17.0,2022,241
Michael Gallup,DAL,4,3,39,0,14,17.0,2022,241
Noah Brown,DAL,4,1,7,0,7,17.0,2022,241
Jake Ferguson,DAL,1,1,7,0,7,17.0,2022,241
Peyton Hendershot,DAL,1,0,0,0,0,17.0,2022,241
Joshua Dobbs,TEN,0,0,0,0,0,17.0,2022,241
Hassan Haskins,TEN,3,2,13,0,10,17.0,2022,241
Jonathan Ward,TEN,1,1,4,0,4,17.0,2022,241
Treylon Burks,TEN,8,4,66,0,30,17.0,2022,241
Racey McMath,TEN,2,1,39,0,39,17.0,2022,241
Robert Woods,TEN,9,5,39,1,10,17.0,2022,241
Chigoziem Okonkwo,TEN,4,3,24,0,12,17.0,2022,241
Austin Hooper,TEN,6,1,6,0,6,17.0,2022,241
Geoff Swaim,TEN,1,1,4,0,4,17.0,2022,241
Nick Westbrook-Ikhine,TEN,3,1,4,0,4,17.0,2022,241
Julius Chestnut,TEN,1,1,33,0,33,17.0,2022,241
