Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Dolphins,-2.0,-1.36,1.25,-0.96,-8.67,1.2,-4.68,4.89,0.0,-1.03,-3.85,3.64,2.94,-0.3,-3.46,17.0,2022,249
Patriots,2.0,-1.2,4.68,-4.89,0.0,1.36,-1.25,0.96,8.67,1.03,-3.64,3.85,0.3,-2.94,3.46,17.0,2022,249
