Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Josh Allen,BUF,11,68,2,21,15.0,2024,217
James Cook,BUF,14,105,2,41,15.0,2024,217
Ray Davis,BUF,7,15,0,7,15.0,2024,217
Ty Johnson,BUF,2,9,0,5,15.0,2024,217
Keon Coleman,BUF,0,0,0,0,15.0,2024,217
Dalton Kincaid,BUF,0,0,0,0,15.0,2024,217
Dawson Knox,BUF,0,0,0,0,15.0,2024,217
Khalil Shakir,BUF,0,0,0,0,15.0,2024,217
Mack Hollins,BUF,0,0,0,0,15.0,2024,217
Curtis Samuel,BUF,0,0,0,0,15.0,2024,217
Jared Goff,DET,2,13,0,10,15.0,2024,217
Jahmyr Gibbs,DET,8,31,1,13,15.0,2024,217
David Montgomery,DET,5,4,0,3,15.0,2024,217
Amon-Ra St. Brown,DET,0,0,0,0,15.0,2024,217
Sam LaPorta,DET,0,0,0,0,15.0,2024,217
Jameson Williams,DET,0,0,0,0,15.0,2024,217
Tim Patrick,DET,0,0,0,0,15.0,2024,217
Dan Skipper,DET,0,0,0,0,15.0,2024,217
Allen Robinson,DET,0,0,0,0,15.0,2024,217
