Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Drake Maye,NWE,19,23,202,10.0,40.0,173,7.5,68,3.6,3.0,134,7.1,1,4.3%,3,13.0%,2,8,0,0,2,7.1%,3,4.7,15.0,2024,219
Kyler Murray,ARI,23,30,224,9.0,30.0,170,5.7,70,3.0,2.3,154,6.7,1,3.4%,2,6.9%,0,5,0,0,0,0.0%,4,2.8,15.0,2024,219
Clayton Tune,ARI,2,2,8,,,4,2.0,4,2.0,2.0,4,2.0,0,0.0%,0,0.0%,0,2,0,0,0,0.0%,0,,15.0,2024,219
