Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Bernhard Raimann,T,76,100%,0,0%,3,10%,0,Colts,15.0,2024,218
Matt Goncalves,T,76,100%,0,0%,3,10%,0,Colts,15.0,2024,218
Anthony Richardson,QB,76,100%,0,0%,0,0%,0,Colts,15.0,2024,218
Danny Pinter,C,76,100%,0,0%,0,0%,0,Colts,15.0,2024,218
Quenton Nelson,G,76,100%,0,0%,0,0%,0,Colts,15.0,2024,218
Mark Glowinski,G,76,100%,0,0%,0,0%,0,Colts,15.0,2024,218
Michael Pittman Jr.,WR,73,96%,0,0%,0,0%,0,Colts,15.0,2024,218
Josh Downs,WR,58,76%,0,0%,0,0%,0,Colts,15.0,2024,218
Jonathan Taylor,RB,52,68%,0,0%,0,0%,0,Colts,15.0,2024,218
Adonai Mitchell,WR,37,49%,0,0%,0,0%,0,Colts,15.0,2024,218
Alec Pierce,WR,35,46%,0,0%,0,0%,0,Colts,15.0,2024,218
Andrew Ogletree,TE,30,39%,0,0%,11,37%,0,Colts,15.0,2024,218
Kylen Granson,TE,27,36%,0,0%,20,67%,0,Colts,15.0,2024,218
Mo Alie-Cox,TE,23,30%,0,0%,6,20%,0,Colts,15.0,2024,218
Will Mallory,TE,18,24%,0,0%,0,0%,0,Colts,15.0,2024,218
Trey Sermon,RB,18,24%,0,0%,0,0%,0,Colts,15.0,2024,218
Tyler Goodson,RB,5,7%,0,0%,20,67%,0,Colts,15.0,2024,218
Anthony Gould,WR,4,5%,0,0%,12,40%,0,Colts,15.0,2024,218
Zaire Franklin,LB,0,0%,63,100%,7,23%,0,Colts,15.0,2024,218
Nick Cross,SS,0,0%,63,100%,6,20%,0,Colts,15.0,2024,218
Jaylon Jones,CB,0,0%,63,100%,1,3%,0,Colts,15.0,2024,218
Kenny Moore,CB,0,0%,62,98%,5,17%,0,Colts,15.0,2024,218
E.J. Speed,LB,0,0%,61,97%,0,0%,0,Colts,15.0,2024,218
Julian Blackmon,FS,0,0%,60,95%,7,23%,0,Colts,15.0,2024,218
DeForest Buckner,DT,0,0%,48,76%,0,0%,0,Colts,15.0,2024,218
Samuel Womack,CB,0,0%,43,68%,1,3%,0,Colts,15.0,2024,218
Dayo Odeyingbo,DE,0,0%,39,62%,7,23%,0,Colts,15.0,2024,218
Grover Stewart,DT,0,0%,37,59%,10,33%,0,Colts,15.0,2024,218
Kwity Paye,DE,0,0%,35,56%,1,3%,0,Colts,15.0,2024,218
Laiatu Latu,DE,0,0%,35,56%,0,0%,0,Colts,15.0,2024,218
Tyquan Lewis,DE,0,0%,27,43%,0,0%,0,Colts,15.0,2024,218
Grant Stuard,LB,0,0%,21,33%,27,90%,0,Colts,15.0,2024,218
Raekwon Davis,NT,0,0%,16,25%,6,20%,0,Colts,15.0,2024,218
Taven Bryan,DT,0,0%,12,19%,10,33%,0,Colts,15.0,2024,218
Rodney Thomas II,FS,0,0%,4,6%,9,30%,0,Colts,15.0,2024,218
Adetomiwa Adebawore,DT,0,0%,3,5%,15,50%,0,Colts,15.0,2024,218
Chris Lammons,CB,0,0%,1,2%,26,87%,0,Colts,15.0,2024,218
Segun Olubi,LB,0,0%,0,0%,26,87%,0,Colts,15.0,2024,218
Ronnie Harrison,DB,0,0%,0,0%,23,77%,0,Colts,15.0,2024,218
Cameron McGrone,LB,0,0%,0,0%,20,67%,0,Colts,15.0,2024,218
David Long,CB,0,0%,0,0%,15,50%,0,Colts,15.0,2024,218
Rigoberto Sanchez,P,0,0%,0,0%,8,27%,0,Colts,15.0,2024,218
Luke Rhodes,LS,0,0%,0,0%,8,27%,0,Colts,15.0,2024,218
Matt Gay,K,0,0%,0,0%,7,23%,0,Colts,15.0,2024,218
Tanor Bortolini,C,0,0%,0,0%,3,10%,0,Colts,15.0,2024,218
Dalton Tucker,G,0,0%,0,0%,3,10%,0,Colts,15.0,2024,218
Blake Freeland,T,0,0%,0,0%,3,10%,0,Colts,15.0,2024,218
