Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Texans,8.0,-7.91,-4.13,-4.71,-5.24,15.14,11.18,4.27,19.76,0.51,-2.39,3.76,4.0,-2.41,-2.45,15.0,2024,213
Dolphins,-8.0,-15.14,-11.18,-4.27,-19.76,7.91,4.13,4.71,5.24,-0.51,-3.76,2.39,2.41,-4.0,2.45,15.0,2024,213
