Player,Pos,home_team,team,week,year,game_id
Tommy DeVito,QB,1,Giants,15.0,2024,216
Tyrone Tracy Jr.,RB,1,Giants,15.0,2024,216
Darius Slayton,WR,1,Giants,15.0,2024,216
Wan'Dale Robinson,WR,1,Giants,15.0,2024,216
Malik Nabers,WR,1,Giants,15.0,2024,216
Chris Manhertz,TE,1,Giants,15.0,2024,216
Jermaine Eluemunor,OL,1,Giants,15.0,2024,216
Evan Neal,T,1,Giants,15.0,2024,216
Greg Van Roten,OG,1,Giants,15.0,2024,216
Aaron Stinnie,G,1,Giants,15.0,2024,216
John Michael Schmitz,C,1,Giants,15.0,2024,216
Jordon Riley,DL,1,Giants,15.0,2024,216
Elijah Chatman,DT,1,Giants,15.0,2024,216
Kayvon Thibodeaux,OLB,1,Giants,15.0,2024,216
Brian Burns,OLB,1,Giants,15.0,2024,216
Darius Muasau,LB,1,Giants,15.0,2024,216
Micah McFadden,LB,1,Giants,15.0,2024,216
Adoree' Jackson,CB,1,Giants,15.0,2024,216
Greg Stroman,CB,1,Giants,15.0,2024,216
Jason Pinnock,S,1,Giants,15.0,2024,216
Isaiah Simmons,S,1,Giants,15.0,2024,216
Dane Belton,S,1,Giants,15.0,2024,216
