Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA,week,year,game_id
1.0,11:22,2.0,9.0,LAR 40,0.0,0.0,Isaac Guerendo right tackle for 3 yards (tackle by Christian Rozeboom and Kobie Turner),2.44,2.15,15.0,2024,209
1.0,10:45,3.0,6.0,LAR 37,0.0,0.0,Deebo Samuel up the middle for 2 yards (tackle by Kobie Turner),2.15,0.98,15.0,2024,209
1.0,10:06,4.0,4.0,LAR 35,0.0,3.0,Jake Moody 53 yard field goal good,0.98,3.0,15.0,2024,209
1.0,10:01,,,SFO 35,0.0,3.0,"Jake Moody kicks off 61 yards, returned by Jordan Whittington for 30 yards (tackle by Brayden Willis and Nick McCloud)",0.0,1.2,15.0,2024,209
1.0,9:54,1.0,10.0,LAR 34,0.0,3.0,Matthew Stafford pass complete short right to Puka Nacua for 7 yards (tackle by Charvarius Ward),1.2,1.6,15.0,2024,209
1.0,9:16,2.0,3.0,LAR 41,0.0,3.0,Blake Corum right guard for no gain (tackle by Talanoa Hufanga and Fred Warner),1.6,0.89,15.0,2024,209
1.0,8:36,3.0,3.0,LAR 41,0.0,3.0,Matthew Stafford pass incomplete short middle intended for Tutu Atwell,0.89,-0.65,15.0,2024,209
1.0,8:31,4.0,3.0,LAR 41,0.0,3.0,"Ethan Evans punts 50 yards, returned by Jacob Cowing for 10 yards (tackle by Xavier Smith and Hunter Long)",-0.65,-0.15,15.0,2024,209
1.0,8:21,1.0,10.0,SFO 19,0.0,3.0,Deebo Samuel right guard for 1 yard (tackle by Christian Rozeboom),0.15,-0.2,15.0,2024,209
1.0,7:44,2.0,9.0,SFO 20,0.0,3.0,Brock Purdy pass complete short middle to Deebo Samuel for 5 yards (tackle by Darious Williams and Omar Speights),-0.2,-0.29,15.0,2024,209
1.0,7:05,3.0,4.0,SFO 25,0.0,3.0,Brock Purdy pass incomplete short middle intended for George Kittle (defended by Kamren Curl),-0.29,-1.7,15.0,2024,209
1.0,7:01,4.0,4.0,SFO 25,0.0,3.0,Pat O'Donnell punts 55 yards downed by Brayden Willis,-1.7,-0.28,15.0,2024,209
1.0,6:47,1.0,10.0,LAR 20,0.0,3.0,Matthew Stafford pass complete short right to Kyren Williams for 4 yards (tackle by Dre Greenlaw),0.28,0.27,15.0,2024,209
1.0,6:05,2.0,6.0,LAR 24,0.0,3.0,Kyren Williams right guard for 3 yards (tackle by Dre Greenlaw),0.27,-0.03,15.0,2024,209
1.0,5:20,3.0,3.0,LAR 27,0.0,3.0,Matthew Stafford pass incomplete short right intended for Cooper Kupp,-0.03,-1.57,15.0,2024,209
1.0,5:16,4.0,3.0,LAR 27,0.0,3.0,"Ethan Evans punts 56 yards, returned by Jacob Cowing for 5 yards (tackle by Jordan Whittington)",-1.57,-0.41,15.0,2024,209
1.0,5:06,1.0,10.0,SFO 22,0.0,3.0,Brock Purdy pass complete short left to Jauan Jennings for 13 yards (tackle by Ahkello Witherspoon),0.41,1.27,15.0,2024,209
1.0,4:42,1.0,10.0,SFO 35,0.0,3.0,Brock Purdy pass complete short middle to Isaac Guerendo for 5 yards (tackle by Omar Speights),1.27,1.4,15.0,2024,209
1.0,4:05,2.0,5.0,SFO 40,0.0,3.0,Isaac Guerendo left tackle for 6 yards (tackle by Byron Young and Kobie Turner),1.4,1.99,15.0,2024,209
1.0,3:28,1.0,10.0,SFO 46,0.0,3.0,Isaac Guerendo up the middle for 4 yards (tackle by Omar Speights),1.99,1.99,15.0,2024,209
1.0,2:49,2.0,6.0,SFO 50,0.0,3.0,Brock Purdy pass incomplete short left intended for Jauan Jennings (defended by Ahkello Witherspoon),1.99,1.29,15.0,2024,209
1.0,2:46,3.0,6.0,SFO 50,0.0,3.0,Brock Purdy sacked by Kobie Turner for -4 yards,1.29,-0.32,15.0,2024,209
1.0,2:07,4.0,10.0,SFO 46,0.0,3.0,"Pat O'Donnell punts 38 yards, fair catch by Xavier Smith at LA-16",-0.32,0.14,15.0,2024,209
1.0,2:00,1.0,10.0,LAR 16,0.0,3.0,Blake Corum left tackle for 3 yards (tackle by Robert Beal),-0.14,-0.18,15.0,2024,209
1.0,1:33,2.0,7.0,LAR 19,0.0,3.0,Matthew Stafford pass incomplete short left intended for Blake Corum,-0.18,-0.95,15.0,2024,209
1.0,1:27,3.0,7.0,LAR 19,0.0,3.0,Matthew Stafford pass incomplete short right intended for Demarcus Robinson,-0.95,-2.14,15.0,2024,209
1.0,1:23,4.0,7.0,LAR 19,0.0,3.0,"Ethan Evans punts 68 yards, returned by Jacob Cowing for 17 yards (tackle by Jake Hummel and Xavier Smith)",-2.14,-0.94,15.0,2024,209
1.0,1:10,1.0,10.0,SFO 30,0.0,3.0,Brock Purdy pass complete short right to Isaac Guerendo for 1 yard (tackle by Michael Hoecht and Bobby Brown),0.94,0.53,15.0,2024,209
1.0,0:36,2.0,9.0,SFO 31,0.0,3.0,Brock Purdy pass complete short left to Deebo Samuel for 5 yards (tackle by Braden Fiske),0.53,0.5,15.0,2024,209
2.0,15:00,3.0,4.0,SFO 36,0.0,3.0,"Penalty on Deebo Samuel: False Start, 5 yards (accepted) (no play)",0.5,-0.16,15.0,2024,209
2.0,15:00,3.0,9.0,SFO 31,0.0,3.0,"Brock Purdy pass complete short left to Jauan Jennings for 18 yards (tackle by Ahkello Witherspoon). Penalty on Ahkello Witherspoon: Defensive Holding, 5 yards (declined)",-0.16,2.19,15.0,2024,209
2.0,14:39,1.0,10.0,SFO 49,0.0,3.0,Isaac Guerendo right guard for 1 yard (tackle by Christian Rozeboom and Jared Verse),2.19,1.78,15.0,2024,209
2.0,13:59,2.0,9.0,SFO 50,0.0,3.0,Brock Purdy pass incomplete deep left intended for George Kittle (defended by Kamren Curl),1.78,1.09,15.0,2024,209
2.0,13:52,3.0,9.0,SFO 50,0.0,3.0,Brock Purdy pass incomplete short middle intended for Jauan Jennings,1.09,-0.06,15.0,2024,209
2.0,13:46,4.0,9.0,SFO 50,0.0,3.0,Pat O'Donnell punts 47 yards downed by Nick McCloud,-0.06,0.38,15.0,2024,209
2.0,13:37,1.0,10.0,LAR 3,0.0,3.0,Kyren Williams up the middle for 2 yards (tackle by Dre Greenlaw and Jordan Elliott),-0.38,-0.63,15.0,2024,209
2.0,12:58,2.0,8.0,LAR 5,0.0,3.0,Kyren Williams up the middle for 10 yards (tackle by Ji'Ayir Brown and Renardo Green),-0.63,-0.22,15.0,2024,209
2.0,12:21,1.0,10.0,LAR 15,0.0,3.0,Kyren Williams left end for -2 yards (tackle by Talanoa Hufanga),-0.22,-0.92,15.0,2024,209
2.0,11:37,2.0,12.0,LAR 13,0.0,3.0,Kyren Williams left guard for 2 yards (tackle by Fred Warner),-0.92,-1.37,15.0,2024,209
2.0,10:56,3.0,10.0,LAR 15,0.0,3.0,Matthew Stafford scrambles left tackle for 11 yards (tackle by Fred Warner and Deommodore Lenoir),-1.37,0.67,15.0,2024,209
2.0,10:12,1.0,10.0,LAR 26,0.0,3.0,Puka Nacua right end for 8 yards (tackle by Nick Bosa),0.67,1.21,15.0,2024,209
2.0,9:30,2.0,2.0,LAR 34,0.0,3.0,Kyren Williams up the middle for 2 yards (tackle by Dre Greenlaw),1.21,1.33,15.0,2024,209
2.0,8:51,1.0,10.0,LAR 36,0.0,3.0,Matthew Stafford pass incomplete deep right intended for Puka Nacua,1.33,0.79,15.0,2024,209
2.0,8:44,2.0,10.0,LAR 36,0.0,3.0,Kyren Williams up the middle for 5 yards (tackle by Kalia Davis),0.79,0.76,15.0,2024,209
2.0,8:02,3.0,5.0,LAR 41,0.0,3.0,Matthew Stafford pass incomplete short middle intended for Colby Parkinson,0.76,-0.65,15.0,2024,209
2.0,7:55,4.0,5.0,LAR 41,0.0,3.0,Ethan Evans punts 49 yards downed by Xavier Smith,-0.65,0.38,15.0,2024,209
2.0,7:44,1.0,10.0,SFO 10,0.0,3.0,Brock Purdy pass incomplete short left intended for Jauan Jennings,-0.38,-0.78,15.0,2024,209
2.0,7:40,2.0,10.0,SFO 10,0.0,3.0,Isaac Guerendo left tackle for 2 yards (tackle by Omar Speights and Bobby Brown),-0.78,-1.19,15.0,2024,209
2.0,7:02,3.0,8.0,SFO 12,0.0,3.0,Brock Purdy pass complete short right to George Kittle for 10 yards (tackle by Ahkello Witherspoon),-1.19,0.41,15.0,2024,209
2.0,6:21,1.0,10.0,SFO 22,0.0,3.0,Isaac Guerendo right tackle for -1 yards (tackle by Byron Young),0.41,-0.27,15.0,2024,209
2.0,5:45,2.0,11.0,SFO 21,0.0,3.0,Brock Purdy pass incomplete deep right intended for Jauan Jennings,-0.27,-0.96,15.0,2024,209
2.0,5:40,3.0,11.0,SFO 21,0.0,3.0,Brock Purdy sacked by Kobie Turner for -4 yards,-0.96,-2.32,15.0,2024,209
2.0,5:04,4.0,15.0,SFO 17,0.0,3.0,"Pat O'Donnell punts 48 yards, returned by Xavier Smith for 10 yards (tackle by Demetrius Flannigan-Fowles and Eric Saubert). Penalty on Demetrius Flannigan-Fowles: Illegal Formation, 5 yards (accepted)",-2.32,-2.26,15.0,2024,209
2.0,4:52,1.0,10.0,SFO 50,0.0,3.0,Kyren Williams right tackle for 2 yards (tackle by Dre Greenlaw and Robert Beal),2.26,1.98,15.0,2024,209
2.0,4:10,2.0,8.0,SFO 48,0.0,3.0,Kyren Williams up the middle for 7 yards (tackle by Sam Okuayinonu),1.98,2.21,15.0,2024,209
2.0,3:27,3.0,1.0,SFO 41,0.0,3.0,Kyren Williams up the middle for 3 yards (tackle by Dre Greenlaw and Maliek Collins),2.21,3.05,15.0,2024,209
2.0,2:46,1.0,10.0,SFO 38,0.0,3.0,Kyren Williams left guard for 3 yards (tackle by Leonard Floyd),3.05,2.91,15.0,2024,209
2.0,2:01,2.0,7.0,SFO 35,0.0,3.0,Kyren Williams up the middle for 1 yard (tackle by Nick Bosa),2.91,2.34,15.0,2024,209
2.0,1:56,3.0,6.0,SFO 34,0.0,3.0,Matthew Stafford pass complete short left to Puka Nacua for 4 yards (tackle by Fred Warner and Talanoa Hufanga),2.34,1.5,15.0,2024,209
2.0,1:10,,,,,,Timeout #1 by Los Angeles Rams,,,15.0,2024,209
2.0,1:10,4.0,2.0,SFO 30,3.0,3.0,Joshua Karty 48 yard field goal good,1.5,3.0,15.0,2024,209
2.0,1:05,,,LAR 35,3.0,3.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,209
2.0,1:05,1.0,10.0,SFO 30,3.0,3.0,Brock Purdy pass complete short right to Deebo Samuel for 6 yards (tackle by Christian Rozeboom),0.94,1.2,15.0,2024,209
2.0,0:44,2.0,4.0,SFO 36,3.0,3.0,Brock Purdy pass incomplete short middle intended for Ricky Pearsall,1.2,0.5,15.0,2024,209
2.0,0:41,3.0,4.0,SFO 36,3.0,3.0,Brock Purdy pass incomplete deep left intended for Jauan Jennings (defended by Quentin Lake),0.5,-0.98,15.0,2024,209
2.0,0:36,4.0,4.0,SFO 36,3.0,3.0,"Pat O'Donnell punts 42 yards, fair catch by Xavier Smith at LA-22",-0.98,-0.41,15.0,2024,209
2.0,0:29,1.0,10.0,LAR 22,3.0,3.0,Matthew Stafford pass complete short right to Puka Nacua for 8 yards (tackle by Dre Greenlaw and Talanoa Hufanga),0.41,0.95,15.0,2024,209
3.0,15:00,,,SFO 35,3.0,3.0,"Jake Moody kicks off 62 yards, returned by Jordan Whittington for 21 yards (tackle by Dee Winters)",0.0,0.54,15.0,2024,209
3.0,14:53,1.0,10.0,LAR 24,3.0,3.0,Kyren Williams left end for 3 yards (tackle by Fred Warner),0.54,0.4,15.0,2024,209
3.0,14:10,2.0,7.0,LAR 27,3.0,3.0,Kyren Williams up the middle for 2 yards (tackle by Ji'Ayir Brown),0.4,-0.03,15.0,2024,209
3.0,13:29,3.0,5.0,LAR 29,3.0,3.0,Matthew Stafford pass incomplete short right,-0.03,-1.44,15.0,2024,209
3.0,13:21,4.0,5.0,LAR 29,3.0,3.0,"Ethan Evans punts 46 yards, returned by Jacob Cowing for 12 yards (tackle by Jordan Whittington)",-1.44,-1.4,15.0,2024,209
3.0,13:12,1.0,10.0,SFO 37,3.0,3.0,Isaac Guerendo up the middle for 8 yards (tackle by Christian Rozeboom and Quentin Lake),1.4,1.94,15.0,2024,209
3.0,12:40,2.0,2.0,SFO 45,3.0,3.0,Isaac Guerendo up the middle for 4 yards (tackle by Bobby Brown and Braden Fiske),1.94,2.19,15.0,2024,209
3.0,12:00,1.0,10.0,SFO 49,3.0,3.0,Brock Purdy pass complete short right to Isaac Guerendo for 10 yards (tackle by Darious Williams),2.19,2.85,15.0,2024,209
3.0,11:13,1.0,10.0,LAR 41,3.0,3.0,Brock Purdy pass incomplete short middle intended for Deebo Samuel,2.85,2.31,15.0,2024,209
3.0,11:09,2.0,10.0,LAR 41,3.0,3.0,Brock Purdy pass complete short left to George Kittle for 9 yards (tackle by Michael Hoecht),2.31,2.81,15.0,2024,209
3.0,10:33,3.0,1.0,LAR 32,3.0,3.0,Brock Purdy up the middle for 3 yards (tackle by Christian Rozeboom),2.81,3.64,15.0,2024,209
3.0,9:57,1.0,10.0,LAR 29,3.0,3.0,Brock Purdy pass complete short left to Isaac Guerendo for 2 yards (tackle by Byron Young),3.64,3.37,15.0,2024,209
3.0,9:14,2.0,8.0,LAR 27,3.0,3.0,Isaac Guerendo left tackle for -2 yards (tackle by Omar Speights and Michael Hoecht),3.37,2.41,15.0,2024,209
3.0,8:32,3.0,10.0,LAR 29,3.0,3.0,Brock Purdy pass incomplete short middle intended for Deebo Samuel,2.41,1.5,15.0,2024,209
3.0,8:28,4.0,10.0,LAR 29,3.0,6.0,Jake Moody 47 yard field goal good,1.5,3.0,15.0,2024,209
3.0,8:23,,,SFO 35,3.0,6.0,"Jake Moody kicks off 65 yards, touchback.",0.0,0.94,15.0,2024,209
3.0,8:23,1.0,10.0,LAR 30,3.0,6.0,Matthew Stafford pass complete short middle to Blake Corum for 12 yards (tackle by Ji'Ayir Brown and Charvarius Ward),0.94,1.73,15.0,2024,209
3.0,7:46,1.0,10.0,LAR 42,3.0,6.0,Matthew Stafford pass complete short left to Hunter Long for 9 yards (tackle by Ji'Ayir Brown),1.73,2.4,15.0,2024,209
3.0,7:21,2.0,1.0,SFO 49,3.0,6.0,Matthew Stafford pass complete short right to Blake Corum for 3 yards (tackle by Deommodore Lenoir),2.4,2.52,15.0,2024,209
3.0,6:37,1.0,10.0,SFO 46,3.0,6.0,Matthew Stafford pass incomplete deep right intended for Colby Parkinson (defended by Charvarius Ward),2.52,1.98,15.0,2024,209
3.0,6:32,2.0,10.0,SFO 46,3.0,6.0,Blake Corum right guard for 2 yards (tackle by Jordan Elliott),1.98,1.55,15.0,2024,209
3.0,5:48,3.0,8.0,SFO 44,3.0,6.0,Matthew Stafford pass complete short left to Puka Nacua for 7 yards (tackle by Ji'Ayir Brown),1.55,0.79,15.0,2024,209
3.0,5:06,4.0,1.0,SFO 37,3.0,6.0,Matthew Stafford up the middle for 2 yards (tackle by Nick Bosa and Fred Warner),0.79,3.25,15.0,2024,209
3.0,4:27,1.0,10.0,SFO 35,3.0,6.0,Kyren Williams right guard for 5 yards (tackle by Isaac Yiadom),3.25,3.38,15.0,2024,209
3.0,3:43,2.0,5.0,SFO 30,3.0,6.0,"Penalty on Rob Havenstein: False Start, 5 yards (accepted) (no play)",3.38,2.7,15.0,2024,209
3.0,3:22,2.0,10.0,SFO 35,3.0,6.0,Matthew Stafford pass complete short middle to Puka Nacua for 13 yards (tackle by Fred Warner),2.7,4.11,15.0,2024,209
3.0,2:38,1.0,10.0,SFO 22,3.0,6.0,Kyren Williams left guard for 4 yards (tackle by Sam Okuayinonu and Evan Anderson),4.11,4.13,15.0,2024,209
3.0,1:58,2.0,6.0,SFO 18,3.0,6.0,Kyren Williams right tackle for 1 yard (tackle by Fred Warner and Evan Anderson),4.13,3.56,15.0,2024,209
3.0,1:19,3.0,5.0,SFO 17,3.0,6.0,Kyren Williams up the middle for 6 yards (tackle by Leonard Floyd),3.56,4.84,15.0,2024,209
3.0,0:37,1.0,10.0,SFO 11,3.0,6.0,Kyren Williams right tackle for 7 yards (tackle by Charvarius Ward and Tashaun Gipson),4.84,5.47,15.0,2024,209
4.0,15:00,2.0,3.0,SFO 4,3.0,6.0,"Matthew Stafford right end for 2 yards (tackle by Fred Warner and Talanoa Hufanga). Penalty on Davis Allen: Offensive Holding, 10 yards (accepted)",5.47,3.98,15.0,2024,209
4.0,14:31,2.0,11.0,SFO 12,3.0,6.0,Matthew Stafford pass complete short left to Puka Nacua for 7 yards (tackle by Fred Warner and Renardo Green),3.98,4.44,15.0,2024,209
4.0,13:49,3.0,4.0,SFO 5,3.0,6.0,"Matthew Stafford pass incomplete short left intended for Colby Parkinson (defended by Fred Warner) (defended by Tashaun Gipson). Penalty on Rob Havenstein: Offensive Holding, 10 yards (declined) . Penalty on Alaric Jackson: Ineligible Downfield Pass, 5 yards (declined)",4.44,3.01,15.0,2024,209
4.0,13:41,4.0,4.0,SFO 5,6.0,6.0,Joshua Karty 23 yard field goal good,3.01,3.0,15.0,2024,209
4.0,13:38,,,LAR 35,6.0,6.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.28,15.0,2024,209
4.0,13:38,1.0,10.0,SFO 20,6.0,6.0,"Brock Purdy pass complete short left to Deebo Samuel for no gain (tackle by Omar Speights). Penalty on Aaron Banks: Ineligible Downfield Pass, 5 yards (declined) . Penalty on George Kittle: Offensive Pass Interference, 10 yards (accepted) (no play)",0.28,-0.76,15.0,2024,209
4.0,13:17,1.0,20.0,SFO 10,6.0,6.0,Brock Purdy pass incomplete short left intended for Jauan Jennings (defended by Quentin Lake),-0.76,-1.51,15.0,2024,209
4.0,13:14,2.0,20.0,SFO 10,6.0,6.0,Brock Purdy pass incomplete deep middle intended for Deebo Samuel (defended by Kamren Kinchens),-1.51,-2.59,15.0,2024,209
4.0,13:08,3.0,20.0,SFO 10,6.0,6.0,Isaac Guerendo left guard for 16 yards (tackle by Jaylen McCollough and Kamren Kinchens),-2.59,-1.63,15.0,2024,209
4.0,12:34,4.0,4.0,SFO 26,6.0,6.0,"Pat O'Donnell punts 46 yards, fair catch by Xavier Smith at LA-28. Penalty on Demetrius Flannigan-Fowles: Illegal Formation, 5 yards (accepted)",-1.63,-1.14,15.0,2024,209
4.0,12:28,1.0,10.0,LAR 33,6.0,6.0,Matthew Stafford pass complete deep middle to Puka Nacua for 51 yards (tackle by Charvarius Ward),1.14,4.51,15.0,2024,209
4.0,11:41,1.0,10.0,SFO 16,6.0,6.0,Kyren Williams right guard for 8 yards (tackle by Tashaun Gipson),4.51,5.35,15.0,2024,209
4.0,11:06,2.0,2.0,SFO 8,6.0,6.0,Kyren Williams right guard for no gain (tackle by Tashaun Gipson),5.35,4.62,15.0,2024,209
4.0,10:22,3.0,2.0,SFO 8,6.0,6.0,Matthew Stafford pass complete short right to Kyren Williams for no gain (tackle by Fred Warner),4.62,2.99,15.0,2024,209
4.0,9:31,4.0,2.0,SFO 8,9.0,6.0,Joshua Karty 27 yard field goal good,2.99,3.0,15.0,2024,209
4.0,9:28,,,LAR 35,9.0,6.0,"Ethan Evans kicks off 68 yards, returned by Deebo Samuel for 31 yards (tackle by Josh Wallace)",0.0,0.81,15.0,2024,209
4.0,9:22,1.0,10.0,SFO 28,9.0,6.0,Isaac Guerendo right end for 1 yard (tackle by Quentin Lake),0.81,0.4,15.0,2024,209
4.0,8:44,2.0,9.0,SFO 29,9.0,6.0,Brock Purdy pass complete short middle to Ricky Pearsall for 16 yards (tackle by Ahkello Witherspoon),0.4,1.93,15.0,2024,209
4.0,8:05,1.0,10.0,SFO 45,9.0,6.0,Isaac Guerendo up the middle for 3 yards (tackle by Omar Speights and Byron Young),1.93,1.79,15.0,2024,209
4.0,7:26,2.0,7.0,SFO 48,9.0,6.0,Brock Purdy pass complete short middle to George Kittle for 9 yards (tackle by Christian Rozeboom),1.79,2.72,15.0,2024,209
4.0,6:45,1.0,10.0,LAR 43,9.0,6.0,Brock Purdy pass incomplete deep middle intended for Ricky Pearsall (defended by Ahkello Witherspoon),2.72,2.18,15.0,2024,209
4.0,6:40,2.0,10.0,LAR 43,9.0,6.0,Isaac Guerendo left guard for 10 yards (tackle by Kamren Kinchens and Omar Speights),2.18,3.38,15.0,2024,209
4.0,6:05,1.0,10.0,LAR 33,9.0,6.0,Isaac Guerendo left guard for no gain (tackle by Tyler Davis and Ahkello Witherspoon),3.38,2.84,15.0,2024,209
4.0,5:21,2.0,10.0,LAR 33,9.0,6.0,Brock Purdy pass deep right intended for Jauan Jennings is intercepted by Darious Williams in end zone and returned for no gain,2.84,-0.28,15.0,2024,209
4.0,5:14,1.0,10.0,LAR 20,9.0,6.0,Matthew Stafford pass complete short right to Tutu Atwell for 6 yards (tackle by Charvarius Ward),0.28,0.54,15.0,2024,209
4.0,4:37,2.0,4.0,LAR 26,9.0,6.0,Matthew Stafford pass complete short right to Hunter Long for 8 yards (tackle by Talanoa Hufanga),0.54,1.2,15.0,2024,209
4.0,4:32,1.0,10.0,LAR 34,9.0,6.0,Kyren Williams up the middle for 9 yards (tackle by Fred Warner),1.2,1.87,15.0,2024,209
4.0,3:50,2.0,1.0,LAR 43,9.0,6.0,Matthew Stafford up the middle for 3 yards (tackle by Fred Warner),1.87,1.99,15.0,2024,209
4.0,3:07,1.0,10.0,LAR 46,9.0,6.0,Matthew Stafford pass complete short left to Colby Parkinson for 7 yards (tackle by Deommodore Lenoir),1.99,2.4,15.0,2024,209
4.0,3:01,2.0,3.0,SFO 47,9.0,6.0,Kyren Williams right end for 9 yards (tackle by Evan Anderson),2.4,3.05,15.0,2024,209
4.0,2:14,1.0,10.0,SFO 38,9.0,6.0,Kyren Williams up the middle for 3 yards (tackle by Fred Warner),3.05,2.91,15.0,2024,209
4.0,2:09,,,,,,Timeout #1 by San Francisco 49ers,,,15.0,2024,209
4.0,2:09,,,,,,Timeout #1 by Los Angeles Rams,,,15.0,2024,209
4.0,2:09,2.0,7.0,SFO 35,9.0,6.0,Puka Nacua right end for 3 yards (tackle by Isaac Yiadom),2.91,2.61,15.0,2024,209
4.0,2:00,3.0,4.0,SFO 32,9.0,6.0,Matthew Stafford pass complete short right to Colby Parkinson for 14 yards (tackle by Ji'Ayir Brown),2.61,4.37,15.0,2024,209
4.0,1:55,,,,,,Timeout #2 by San Francisco 49ers,,,15.0,2024,209
4.0,1:55,1.0,10.0,SFO 18,9.0,6.0,Kyren Williams up the middle for 3 yards (tackle by Deommodore Lenoir and Nick Bosa),4.37,4.25,15.0,2024,209
4.0,1:51,,,,,,Timeout #3 by San Francisco 49ers,,,15.0,2024,209
4.0,1:51,2.0,7.0,SFO 15,9.0,6.0,Kyren Williams up the middle for 1 yard (tackle by Talanoa Hufanga and Fred Warner),4.25,3.63,15.0,2024,209
4.0,1:05,3.0,6.0,SFO 14,9.0,6.0,Kyren Williams right guard for 3 yards (tackle by Talanoa Hufanga and Jordan Elliott),3.63,2.8,15.0,2024,209
4.0,0:20,,,,,,Timeout #2 by Los Angeles Rams,,,15.0,2024,209
4.0,0:20,4.0,3.0,SFO 11,12.0,6.0,Joshua Karty 29 yard field goal good,2.8,3.0,15.0,2024,209
4.0,0:18,,,LAR 35,12.0,6.0,"Ethan Evans kicks off 71 yards, returned by Deebo Samuel for 41 yards (tackle by Charles Woods). Penalty on Charles Woods: Horse Collar Tackle, 15 yards (accepted)",0.0,2.26,15.0,2024,209
4.0,0:11,,,,,,Timeout #3 by Los Angeles Rams,,,15.0,2024,209
4.0,0:11,1.0,10.0,LAR 50,12.0,6.0,Brock Purdy pass incomplete deep left intended for Ricky Pearsall,2.26,1.71,15.0,2024,209
4.0,0:06,2.0,10.0,LAR 50,12.0,6.0,Brock Purdy sacked by Christian Rozeboom for -6 yards,1.71,0.23,15.0,2024,209
