Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Jayden Daniels,WAS,25,31,226,11,28.2,264,8.5,120,4.8,3.9,106,4.2,1,3.3%,2,6.7%,8,6,1,0,9,20.5%,5,8.6,15.0,2024,215
Spencer Rattler,NOR,10,21,135,8,38.1,196,9.3,95,9.5,4.5,40,4.0,1,5.3%,5,26.3%,0,6,1,1,2,9.5%,0,,15.0,2024,215
Jake Haener,NOR,4,10,49,2,15.4,86,8.6,6,1.5,0.6,43,10.8,2,22.2%,2,22.2%,3,4,1,3,7,50.0%,1,7.0,15.0,2024,215
Cedrick Wilson Jr.,NOR,1,1,21,1,100.0,20,20.0,20,20.0,20.0,1,1.0,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,,15.0,2024,215
