Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Bears,-18.0,-14.01,-2.41,-10.86,-5.46,-8.32,-11.81,0.97,-1.56,3.74,-5.61,6.58,4.28,0.95,-2.46,15.0,2024,223
Vikings,18.0,8.32,11.81,-0.97,1.56,14.01,2.41,10.86,5.46,-3.74,-6.58,5.61,-0.95,-4.28,2.46,15.0,2024,223
