Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Rams,6.0,-4.3,-4.25,0.63,0.0,14.31,11.7,1.95,3.12,-3.29,-5.23,2.68,4.96,-3.88,-1.82,15.0,2024,209
49ers,-6.0,-14.31,-11.7,-1.95,-3.12,4.3,4.25,-0.63,0.0,3.29,-2.68,5.23,3.88,-4.96,1.82,15.0,2024,209
