Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Josh Jacobs,GNB,26,94,1,5.0,66,2.5,28,1.1,1,26.0,15.0,2024,222
Jayden Reed,GNB,3,27,0,1.0,20,6.7,7,2.3,1,3.0,15.0,2024,222
Emanuel Wilson,GNB,3,9,0,1.0,5,1.7,4,1.3,0,,15.0,2024,222
Chris Brooks,GNB,1,6,0,1.0,4,4.0,2,2.0,0,,15.0,2024,222
Jordan Love,GNB,1,4,0,0.0,4,4.0,0,0.0,0,,15.0,2024,222
Zach Charbonnet,SEA,8,54,1,3.0,38,4.8,16,2.0,1,8.0,15.0,2024,222
George Holani,SEA,3,10,0,1.0,7,2.3,3,1.0,0,,15.0,2024,222
Kenny McIntosh,SEA,3,9,0,,6,2.0,3,1.0,0,,15.0,2024,222
Sam Howell,SEA,1,2,0,0.0,0,0.0,2,2.0,1,1.0,15.0,2024,222
Geno Smith,SEA,1,5,0,1.0,5,5.0,0,0.0,0,,15.0,2024,222
