Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Jordan Love,GNB,20,27,229,10,37.0,167,6.2,85,4.3,3.1,144,7.2,0,0.0%,5,19.2%,0,8,4,6,10,35.7%,1,4.0,15.0,2024,222
Geno Smith,SEA,15,19,149,6,27.3,121,6.4,101,6.7,5.3,48,3.2,0,0.0%,0,0.0%,3,3,1,4,8,34.8%,1,5.0,15.0,2024,222
Sam Howell,SEA,5,14,24,1,5.6,83,5.9,17,3.4,1.2,7,1.4,1,7.1%,5,35.7%,4,1,2,1,7,36.8%,1,2.0,15.0,2024,222
