Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Jayden Daniels,WAS,25,31,226,2,0,8,37,25,118.5,15.0,2024,215
Brian Robinson Jr.,WAS,0,0,0,0,0,0,0,0,,15.0,2024,215
Jeremy McNichols,WAS,0,0,0,0,0,0,0,0,,15.0,2024,215
Chris Rodriguez,WAS,0,0,0,0,0,0,0,0,,15.0,2024,215
Terry McLaurin,WAS,0,0,0,0,0,0,0,0,,15.0,2024,215
Olamide Zaccheaus,WAS,0,0,0,0,0,0,0,0,,15.0,2024,215
Dyami Brown,WAS,0,0,0,0,0,0,0,0,,15.0,2024,215
Jamison Crowder,WAS,0,0,0,0,0,0,0,0,,15.0,2024,215
Zach Ertz,WAS,0,0,0,0,0,0,0,0,,15.0,2024,215
Ben Sinnott,WAS,0,0,0,0,0,0,0,0,,15.0,2024,215
John Bates,WAS,0,0,0,0,0,0,0,0,,15.0,2024,215
Luke McCaffrey,WAS,0,0,0,0,0,0,0,0,,15.0,2024,215
Spencer Rattler,NOR,10,21,135,1,0,0,0,39,84.4,15.0,2024,215
Jake Haener,NOR,4,10,49,0,1,3,29,29,16.2,15.0,2024,215
Cedrick Wilson Jr.,NOR,1,1,21,1,0,0,0,21,158.3,15.0,2024,215
Kendre Miller,NOR,0,0,0,0,0,0,0,0,,15.0,2024,215
Alvin Kamara,NOR,0,0,0,0,0,0,0,0,,15.0,2024,215
Marquez Valdes-Scantling,NOR,0,0,0,0,0,0,0,0,,15.0,2024,215
Foster Moreau,NOR,0,0,0,0,0,0,0,0,,15.0,2024,215
Dante Pettis,NOR,0,0,0,0,0,0,0,0,,15.0,2024,215
Juwan Johnson,NOR,0,0,0,0,0,0,0,0,,15.0,2024,215
Kevin Austin,NOR,0,0,0,0,0,0,0,0,,15.0,2024,215
