#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,12:57,CHI 39,4,0:53,5,Field Goal,1,Vikings,15.0,2024,223
2,1,7:34,CHI 39,5,2:30,39,Touchdown,1,Vikings,15.0,2024,223
3,1,2:13,MIN 9,15,7:38,68,Interception,1,Vikings,15.0,2024,223
4,2,2:35,MIN 29,13,2:31,58,Field Goal,1,Vikings,15.0,2024,223
5,3,15:00,MIN 30,3,1:13,-10,Punt,1,Vikings,15.0,2024,223
6,3,11:39,MIN 5,3,0:59,7,Punt,1,Vikings,15.0,2024,223
7,3,7:02,MIN 30,12,5:24,70,Touchdown,1,Vikings,15.0,2024,223
8,4,13:00,MIN 30,7,2:46,70,Touchdown,1,Vikings,15.0,2024,223
9,4,8:06,MIN 40,5,1:53,6,Blocked Punt,1,Vikings,15.0,2024,223
10,4,5:19,CHI 42,7,4:07,14,Field Goal,1,Vikings,15.0,2024,223
