Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Aaron Rodgers,NYJ,0,0,15.0,2024,214
Breece Hall,NYJ,0,0,15.0,2024,214
Isaiah Davis,NYJ,0,0,15.0,2024,214
Ashtyn Davis,NYJ,0,0,15.0,2024,214
Braelon Allen,NYJ,0,0,15.0,2024,214
Davante Adams,NYJ,0,0,15.0,2024,214
Garrett Wilson,NYJ,0,0,15.0,2024,214
Jeremy Ruckert,NYJ,0,0,15.0,2024,214
Allen Lazard,NYJ,0,0,15.0,2024,214
Mac Jones,JAX,0,0,15.0,2024,214
Travis Etienne,JAX,0,0,15.0,2024,214
Tank Bigsby,JAX,1,0,15.0,2024,214
Brian Thomas,JAX,0,0,15.0,2024,214
Brenton Strange,JAX,0,0,15.0,2024,214
Parker Washington,JAX,0,0,15.0,2024,214
Devin Duvernay,JAX,0,0,15.0,2024,214
Josh Reynolds,JAX,0,0,15.0,2024,214
