Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Cooper Rush,DAL,4,5,0,9,15.0,2024,210
Rico Dowdle,DAL,25,149,0,12,15.0,2024,210
Ezekiel Elliott,DAL,9,30,0,5,15.0,2024,210
KaVontae Turpin,DAL,2,27,0,16,15.0,2024,210
CeeDee Lamb,DAL,0,0,0,0,15.0,2024,210
Brandin Cooks,DAL,0,0,0,0,15.0,2024,210
Jake Ferguson,DAL,0,0,0,0,15.0,2024,210
Jalen Brooks,DAL,0,0,0,0,15.0,2024,210
Jalen Tolbert,DAL,0,0,0,0,15.0,2024,210
Brevyn Spann-Ford,DAL,0,0,0,0,15.0,2024,210
Bryce Young,CAR,3,12,1,6,15.0,2024,210
Chuba Hubbard,CAR,10,32,0,12,15.0,2024,210
Mike Boone,CAR,2,14,0,9,15.0,2024,210
Xavier Legette,CAR,1,2,0,2,15.0,2024,210
Jalen Coker,CAR,0,0,0,0,15.0,2024,210
Adam Thielen,CAR,0,0,0,0,15.0,2024,210
David Moore,CAR,0,0,0,0,15.0,2024,210
Tommy Tremble,CAR,0,0,0,0,15.0,2024,210
Ja'Tavion Sanders,CAR,0,0,0,0,15.0,2024,210
