#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:29,PHI 30,7,3:33,54,Field Goal,1,Eagles,15.0,2024,220
2,1,8:19,PHI 21,6,3:13,24,Fumble,1,Eagles,15.0,2024,220
3,1,3:42,PHI 30,6,2:29,70,Touchdown,1,Eagles,15.0,2024,220
4,2,13:40,PIT 45,9,4:33,45,Touchdown,1,Eagles,15.0,2024,220
5,2,2:34,PHI 30,3,1:17,-14,Punt,1,Eagles,15.0,2024,220
6,2,0:37,PHI 35,1,0:37,-8,End of Half,1,Eagles,15.0,2024,220
7,3,15:00,PHI 30,13,7:08,47,Field Goal,1,Eagles,15.0,2024,220
8,3,5:50,PHI 26,13,6:33,74,Touchdown,1,Eagles,15.0,2024,220
9,4,10:29,PHI 3,21,10:29,88,End of Game,1,Eagles,15.0,2024,220
