#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,14:03,LAR 29,4,1:15,-4,Punt,0,Rams,15.0,2024,209
2,1,10:01,LAR 34,3,1:40,7,Punt,0,Rams,15.0,2024,209
3,1,6:47,LAR 20,3,1:41,7,Punt,0,Rams,15.0,2024,209
4,1,2:00,LAR 16,3,0:50,3,Punt,0,Rams,15.0,2024,209
5,2,13:37,LAR 3,10,5:53,38,Punt,0,Rams,15.0,2024,209
6,2,4:52,,7,3:47,20,Field Goal,0,Rams,15.0,2024,209
7,2,0:29,LAR 22,1,0:29,8,End of Half,0,Rams,15.0,2024,209
8,3,15:00,LAR 24,3,1:48,5,Punt,0,Rams,15.0,2024,209
9,3,8:23,LAR 30,17,9:45,65,Field Goal,0,Rams,15.0,2024,209
10,4,12:28,LAR 33,5,3:00,59,Field Goal,0,Rams,15.0,2024,209
11,4,5:14,LAR 20,13,4:56,69,Field Goal,0,Rams,15.0,2024,209
