Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Anthony Richardson,IND,17,38,172,8,20.0,333,8.8,81,4.8,2.1,91,5.4,1,2.8%,12,33.3%,2,10,9,7,18,41.9%,3,4.7,15.0,2024,218
Bo Nix,DEN,20,33,130,5,14.7,174,5.3,26,1.3,0.8,104,5.2,5,15.6%,2,6.3%,1,6,1,0,2,5.4%,3,7.3,15.0,2024,218
