Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Chargers,-23.0,-7.54,-7.3,-1.16,-6.2,-19.94,-19.4,-0.54,8.13,0.61,-4.09,6.86,-0.12,0.0,-2.04,15.0,2024,221
Buccaneers,23.0,19.94,19.4,0.54,-8.13,7.54,7.3,1.16,6.2,-0.61,-6.86,4.09,0.0,0.12,2.04,15.0,2024,221
