#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,11:05,CAR 13,13,8:24,72,Fumble,1,Panthers,15.0,2024,210
2,1,1:35,CAR 18,3,1:49,0,Punt,1,Panthers,15.0,2024,210
3,2,9:01,CAR 30,5,2:42,21,Interception,1,Panthers,15.0,2024,210
4,2,4:05,CAR 31,3,1:26,-4,Punt,1,Panthers,15.0,2024,210
5,2,0:42,CAR 17,1,0:11,83,Touchdown,1,Panthers,15.0,2024,210
6,3,15:00,CAR 34,1,0:10,-5,Fumble,1,Panthers,15.0,2024,210
7,3,12:46,CAR 30,3,2:23,6,Punt,1,Panthers,15.0,2024,210
8,3,6:55,CAR 31,3,2:22,-11,Punt,1,Panthers,15.0,2024,210
9,4,14:12,CAR 30,12,4:59,70,Touchdown,1,Panthers,15.0,2024,210
10,4,6:09,CAR 30,6,1:48,27,Interception,1,Panthers,15.0,2024,210
