Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Caleb Williams,CHI,18,31,191,8.0,24.2,240,7.7,75,4.2,2.4,116,6.4,3,10.0%,5,16.7%,2,15,7,1,10,28.6%,2,1.5,15.0,2024,223
Tyson Bagent,CHI,1,1,5,,,-2,-2.0,-2,-2.0,-2.0,7,7.0,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,,15.0,2024,223
Sam Darnold,MIN,24,40,231,14.0,33.3,328,8.2,131,5.5,3.3,100,4.2,1,2.7%,8,21.6%,2,9,4,5,11,26.2%,0,,15.0,2024,223
