Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Kirk Cousins,ATL,0,0,0,0,0,15.0,2024,224
Bijan Robinson,ATL,2,1,10,0,10,15.0,2024,224
Tyler Allgeier,ATL,0,0,0,0,0,15.0,2024,224
Drake London,ATL,3,3,53,1,30,15.0,2024,224
Kyle Pitts,ATL,4,4,28,0,11,15.0,2024,224
Ray-Ray McCloud,ATL,3,1,14,0,14,15.0,2024,224
Charlie Woerner,ATL,3,2,7,0,5,15.0,2024,224
Darnell Mooney,ATL,1,0,0,0,0,15.0,2024,224
Desmond Ridder,LVR,0,0,0,0,0,15.0,2024,224
Jakobi Meyers,LVR,9,5,59,0,22,15.0,2024,224
Alexander Mattison,LVR,4,2,3,0,4,15.0,2024,224
Ameer Abdullah,LVR,7,7,58,1,24,15.0,2024,224
Sincere McCormick,LVR,2,2,17,0,15,15.0,2024,224
Brock Bowers,LVR,6,3,35,0,22,15.0,2024,224
Tre Tucker,LVR,3,2,18,0,10,15.0,2024,224
Michael Mayer,LVR,2,1,11,0,11,15.0,2024,224
Terrace Marshall Jr.,LVR,1,1,7,0,7,15.0,2024,224
