Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Cordell Volson,G,69,100%,0,0%,6,27%,0,Bengals,15.0,2024,211
Ted Karras,C,69,100%,0,0%,6,27%,0,Bengals,15.0,2024,211
Amarius Mims,T,69,100%,0,0%,6,27%,0,Bengals,15.0,2024,211
Devin Cochran,T,69,100%,0,0%,1,5%,0,Bengals,15.0,2024,211
Joe Burrow,QB,69,100%,0,0%,0,0%,0,Bengals,15.0,2024,211
Ja'Marr Chase,WR,67,97%,0,0%,0,0%,0,Bengals,15.0,2024,211
Alex Cappa,G,65,94%,0,0%,5,23%,0,Bengals,15.0,2024,211
Chase Brown,RB,64,93%,0,0%,0,0%,0,Bengals,15.0,2024,211
Andrei Iosivas,WR,60,87%,0,0%,0,0%,0,Bengals,15.0,2024,211
Tee Higgins,WR,60,87%,0,0%,0,0%,0,Bengals,15.0,2024,211
Drew Sample,TE,47,68%,0,0%,11,50%,0,Bengals,15.0,2024,211
Mike Gesicki,TE,22,32%,0,0%,0,0%,0,Bengals,15.0,2024,211
Cam Grandy,TE,8,12%,0,0%,4,18%,0,Bengals,15.0,2024,211
Tanner Hudson,TE,5,7%,0,0%,19,86%,0,Bengals,15.0,2024,211
Matt Lee,C,5,7%,0,0%,6,27%,0,Bengals,15.0,2024,211
Andrew Stueber,T,4,6%,0,0%,6,27%,0,Bengals,15.0,2024,211
Khalil Herbert,RB,3,4%,0,0%,4,18%,0,Bengals,15.0,2024,211
Jermaine Burton,WR,3,4%,0,0%,4,18%,0,Bengals,15.0,2024,211
Sam Hubbard,DE,1,1%,10,14%,0,0%,0,Bengals,15.0,2024,211
Germaine Pratt,LB,0,0%,70,100%,3,14%,0,Bengals,15.0,2024,211
Akeem Davis-Gaither,LB,0,0%,69,99%,4,18%,0,Bengals,15.0,2024,211
Josh Newton,CB,0,0%,68,97%,0,0%,0,Bengals,15.0,2024,211
Cam Taylor-Britt,CB,0,0%,68,97%,0,0%,0,Bengals,15.0,2024,211
Jordan Battle,SS,0,0%,63,90%,1,5%,0,Bengals,15.0,2024,211
Geno Stone,SS,0,0%,60,86%,3,14%,0,Bengals,15.0,2024,211
Trey Hendrickson,DE,0,0%,58,83%,0,0%,0,Bengals,15.0,2024,211
B.J. Hill,DT,0,0%,55,79%,3,14%,0,Bengals,15.0,2024,211
Mike Hilton,CB,0,0%,50,71%,3,14%,0,Bengals,15.0,2024,211
Kris Jenkins,DT,0,0%,42,60%,3,14%,0,Bengals,15.0,2024,211
Joseph Ossai,DE,0,0%,41,59%,3,14%,0,Bengals,15.0,2024,211
Myles Murphy,DE,0,0%,30,43%,0,0%,0,Bengals,15.0,2024,211
McKinnley Jackson,DT,0,0%,26,37%,3,14%,0,Bengals,15.0,2024,211
Jay Tufele,DT,0,0%,17,24%,0,0%,0,Bengals,15.0,2024,211
Vonn Bell,SS,0,0%,15,21%,8,36%,0,Bengals,15.0,2024,211
Cedric Johnson,DE,0,0%,10,14%,12,55%,0,Bengals,15.0,2024,211
Maema Njongmeta,LB,0,0%,5,7%,16,73%,0,Bengals,15.0,2024,211
Marco Wilson,CB,0,0%,5,7%,8,36%,0,Bengals,15.0,2024,211
DJ Ivey,CB,0,0%,4,6%,16,73%,0,Bengals,15.0,2024,211
Shaka Heyward,LB,0,0%,4,6%,13,59%,0,Bengals,15.0,2024,211
Tycen Anderson,SS,0,0%,0,0%,16,73%,0,Bengals,15.0,2024,211
Cade York,K,0,0%,0,0%,13,59%,0,Bengals,15.0,2024,211
Daijahn Anthony,FS,0,0%,0,0%,12,55%,0,Bengals,15.0,2024,211
Trayveon Williams,RB,0,0%,0,0%,9,41%,0,Bengals,15.0,2024,211
Ryan Rehkow,P,0,0%,0,0%,7,32%,0,Bengals,15.0,2024,211
Cal Adomitis,LS,0,0%,0,0%,7,32%,0,Bengals,15.0,2024,211
Isaiah Williams,WR,0,0%,0,0%,1,5%,0,Bengals,15.0,2024,211
