Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Hunter Henry,NWE,4,4,25,0,1.0,10,2.5,15,3.8,2.5,0,,0,0.0,0,92.7,15.0,2024,219
Demario Douglas,NWE,3,3,11,1,1.0,6,2.0,5,1.7,2.0,0,,0,0.0,0,121.5,15.0,2024,219
Kendrick Bourne,NWE,3,3,44,0,1.0,39,13.0,5,1.7,13.0,0,,0,0.0,0,118.7,15.0,2024,219
Austin Hooper,NWE,3,3,38,0,1.0,22,7.3,16,5.3,7.3,0,,0,0.0,0,118.7,15.0,2024,219
Kayshon Boutte,NWE,5,2,19,0,2.0,6,3.0,13,6.5,19.6,0,,1,20.0,1,11.7,15.0,2024,219
Antonio Gibson,NWE,2,2,31,0,2.0,-1,-0.5,32,16.0,-0.5,3,0.7,0,0.0,0,118.7,15.0,2024,219
Rhamondre Stevenson,NWE,1,1,16,0,1.0,-7,-7.0,23,23.0,-7.0,0,,0,0.0,0,118.7,15.0,2024,219
Marcus Jones,NWE,1,1,18,0,1.0,-7,-7.0,25,25.0,-7.0,0,,0,0.0,0,118.7,15.0,2024,219
Ja'Lynn Polk,NWE,1,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6,15.0,2024,219
Trey McBride,ARI,10,9,87,0,3.0,52,5.8,35,3.9,5.7,0,,1,10.0,0,102.9,15.0,2024,219
James Conner,ARI,5,5,28,0,2.0,-4,-0.8,32,6.4,-0.8,1,5.0,0,0.0,0,90.0,15.0,2024,219
Greg Dortch,ARI,3,3,60,0,2.0,-1,-0.3,61,20.3,-0.3,0,,0,0.0,0,118.7,15.0,2024,219
Michael Wilson,ARI,2,2,9,0,1.0,9,4.5,0,0.0,4.5,0,,0,0.0,0,85.4,15.0,2024,219
Tip Reiman,ARI,3,2,8,0,,2,1.0,6,3.0,2.0,0,,0,0.0,0,70.1,15.0,2024,219
Marvin Harrison Jr.,ARI,6,2,32,0,1.0,10,5.0,22,11.0,14.7,0,,0,0.0,0,52.1,15.0,2024,219
Zay Jones,ARI,1,1,3,0,,3,3.0,0,0.0,3.0,0,,0,0.0,0,79.2,15.0,2024,219
Elijah Higgins,ARI,1,1,5,0,,3,3.0,2,2.0,3.0,0,,0,0.0,0,87.5,15.0,2024,219
