Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
CeeDee Lamb,DAL,13,9,116,1,6.0,47,5.2,69,7.7,2.5,0,,0,0.0,0,122.6,15.0,2024,210
Brandin Cooks,DAL,5,3,34,0,2.0,34,11.3,0,0.0,6.4,0,,1,20.0,0,80.4,15.0,2024,210
Jake Ferguson,DAL,4,2,23,0,,6,3.0,17,8.5,4.8,1,2.0,1,25.0,0,67.7,15.0,2024,210
Jalen Brooks,DAL,1,1,17,1,1.0,17,17.0,0,0.0,17.0,0,,0,0.0,0,158.3,15.0,2024,210
Ezekiel Elliott,DAL,1,1,11,0,1.0,-2,-2.0,13,13.0,-2.0,0,,0,0.0,0,112.5,15.0,2024,210
Brevyn Spann-Ford,DAL,1,1,2,0,,1,1.0,1,1.0,1.0,0,,0,0.0,0,79.2,15.0,2024,210
Jalen Tolbert,DAL,2,1,11,1,1.0,11,11.0,0,0.0,10.5,0,,0,0.0,0,106.2,15.0,2024,210
KaVontae Turpin,DAL,1,0,0,0,0.0,0,,0,,-3.0,0,,0,0.0,0,39.6,15.0,2024,210
Adam Thielen,CAR,7,5,51,0,1.0,25,5.0,26,5.2,8.9,0,,0,0.0,2,52.4,15.0,2024,210
Jalen Coker,CAR,6,4,110,1,2.0,50,12.5,60,15.0,12.0,0,,0,0.0,0,149.3,15.0,2024,210
Chuba Hubbard,CAR,4,4,17,0,3.0,0,0.0,17,4.3,0.0,0,,0,0.0,0,84.4,15.0,2024,210
Xavier Legette,CAR,3,2,7,0,,4,2.0,3,1.5,16.0,0,,0,0.0,0,70.1,15.0,2024,210
David Moore,CAR,4,2,19,0,1.0,8,4.0,11,5.5,4.3,1,2.0,1,25.0,0,63.5,15.0,2024,210
Tommy Tremble,CAR,2,2,15,0,,9,4.5,6,3.0,4.5,0,,0,0.0,0,97.9,15.0,2024,210
Ja'Tavion Sanders,CAR,1,0,0,0,,0,,0,,2.0,0,,0,0.0,0,39.6,15.0,2024,210
