Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Kirk Cousins,ATL,11,17,112,1,1,3,19,30,78.6,15.0,2024,224
Bijan Robinson,ATL,0,0,0,0,0,0,0,0,,15.0,2024,224
Tyler Allgeier,ATL,0,0,0,0,0,0,0,0,,15.0,2024,224
Drake London,ATL,0,0,0,0,0,0,0,0,,15.0,2024,224
Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,15.0,2024,224
Ray-Ray McCloud,ATL,0,0,0,0,0,0,0,0,,15.0,2024,224
Charlie Woerner,ATL,0,0,0,0,0,0,0,0,,15.0,2024,224
Darnell Mooney,ATL,0,0,0,0,0,0,0,0,,15.0,2024,224
Desmond Ridder,LVR,23,39,208,1,2,3,14,24,60.6,15.0,2024,224
Jakobi Meyers,LVR,0,0,0,0,0,1,10,0,,15.0,2024,224
Alexander Mattison,LVR,0,0,0,0,0,0,0,0,,15.0,2024,224
Ameer Abdullah,LVR,0,0,0,0,0,0,0,0,,15.0,2024,224
Sincere McCormick,LVR,0,0,0,0,0,0,0,0,,15.0,2024,224
Brock Bowers,LVR,0,0,0,0,0,0,0,0,,15.0,2024,224
Tre Tucker,LVR,0,0,0,0,0,0,0,0,,15.0,2024,224
Michael Mayer,LVR,0,0,0,0,0,0,0,0,,15.0,2024,224
Terrace Marshall Jr.,LVR,0,0,0,0,0,0,0,0,,15.0,2024,224
