Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Patrick Mahomes,KAN,19,38,159,11,28.9,303,8.0,62,3.3,1.6,97,5.1,6,16.7%,7,19.4%,0,5,1,10,11,28.2%,1,10.0,15.0,2024,212
Carson Wentz,KAN,2,2,20,1,50.0,5,2.5,5,2.5,2.5,15,7.5,0,0.0%,0,0.0%,0,1,0,1,1,33.3%,1,2.0,15.0,2024,212
Jameis Winston,CLE,16,25,146,8,26.7,177,7.1,46,2.9,1.8,100,6.3,1,4.2%,1,4.2%,5,9,0,2,7,23.3%,0,,15.0,2024,212
Dorian Thompson-Robinson,CLE,4,9,18,1,11.1,86,9.6,3,0.8,0.3,15,3.8,0,0.0%,3,33.3%,0,1,0,3,3,27.3%,2,7.0,15.0,2024,212
