Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Russell Wilson,PIT,4,13,0,8,15.0,2024,220
Najee Harris,PIT,6,14,0,7,15.0,2024,220
Jaylen Warren,PIT,4,12,0,6,15.0,2024,220
Cordarrelle Patterson,PIT,2,9,0,5,15.0,2024,220
Justin Fields,PIT,1,8,0,8,15.0,2024,220
Calvin Austin III,PIT,0,0,0,0,15.0,2024,220
Pat Freiermuth,PIT,0,0,0,0,15.0,2024,220
Ben Skowronek,PIT,0,0,0,0,15.0,2024,220
Mike Williams,PIT,0,0,0,0,15.0,2024,220
Van Jefferson,PIT,0,0,0,0,15.0,2024,220
Scott Miller,PIT,0,0,0,0,15.0,2024,220
Jalen Hurts,PHI,15,45,1,23,15.0,2024,220
Saquon Barkley,PHI,19,65,0,22,15.0,2024,220
Kenneth Gainwell,PHI,7,20,0,7,15.0,2024,220
DeVonta Smith,PHI,1,1,0,1,15.0,2024,220
A.J. Brown,PHI,0,0,0,0,15.0,2024,220
Grant Calcaterra,PHI,0,0,0,0,15.0,2024,220
Jahan Dotson,PHI,0,0,0,0,15.0,2024,220
Johnny Wilson,PHI,0,0,0,0,15.0,2024,220
