Player,Pos,home_team,team,week,year,game_id
Russell Wilson,QB,0,Steelers,15.0,2024,220
Najee Harris,RB,0,Steelers,15.0,2024,220
Calvin Austin III,WR,0,Steelers,15.0,2024,220
Van Jefferson,WR,0,Steelers,15.0,2024,220
Darnell Washington,TE,0,Steelers,15.0,2024,220
Connor Heyward,TE,0,Steelers,15.0,2024,220
Dan Moore,OT,0,Steelers,15.0,2024,220
Broderick Jones,OT,0,Steelers,15.0,2024,220
Isaac Seumalo,G,0,Steelers,15.0,2024,220
Mason McCormick,G,0,Steelers,15.0,2024,220
Zach Frazier,C,0,Steelers,15.0,2024,220
Keeanu Benton,DL,0,Steelers,15.0,2024,220
Dean Lowry,DT,0,Steelers,15.0,2024,220
Cameron Heyward,DT,0,Steelers,15.0,2024,220
Patrick Queen,LB,0,Steelers,15.0,2024,220
Elandon Roberts,LB,0,Steelers,15.0,2024,220
Alex Highsmith,LB,0,Steelers,15.0,2024,220
T.J. Watt,LB,0,Steelers,15.0,2024,220
Donte Jackson,CB,0,Steelers,15.0,2024,220
Joey Porter Jr.,CB,0,Steelers,15.0,2024,220
Damontae Kazee,S,0,Steelers,15.0,2024,220
Minkah Fitzpatrick,S,0,Steelers,15.0,2024,220
