Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Jonathan Taylor,IND,22,107,0,4.0,77,3.5,30,1.4,2,11.0,15.0,2024,218
Anthony Richardson,IND,7,46,1,2.0,35,5.0,11,1.6,1,7.0,15.0,2024,218
Tyler Goodson,IND,1,3,0,1.0,1,1.0,2,2.0,0,,15.0,2024,218
Adonai Mitchell,IND,1,-10,0,,-10,-10.0,0,0.0,0,,15.0,2024,218
Trey Sermon,IND,1,3,0,,1,1.0,2,2.0,0,,15.0,2024,218
Bo Nix,DEN,8,23,0,4.0,22,2.8,1,0.1,0,,15.0,2024,218
Jaleel McLaughlin,DEN,7,21,0,1.0,14,2.0,7,1.0,0,,15.0,2024,218
Javonte Williams,DEN,6,15,0,,7,1.2,8,1.3,0,,15.0,2024,218
Audric Estime,DEN,5,13,0,,3,0.6,10,2.0,1,5.0,15.0,2024,218
Marvin Mims,DEN,1,0,0,0.0,0,0.0,0,0.0,0,,15.0,2024,218
