0,1,week,year,game_id
Won Toss,Broncos (deferred),15.0,2024,218
Roof,outdoors,15.0,2024,218
Surface,grass,15.0,2024,218
Duration,3:13,15.0,2024,218
Attendance,76496,15.0,2024,218
Weather,"55 degrees, relative humidity 13%, wind 15 mph",15.0,2024,218
Vegas Line,Denver Broncos -4.0,15.0,2024,218
Over/Under,44.0 (push),15.0,2024,218
