Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Terry McLaurin,WAS,10,7,73,2,5.0,58,8.3,15,2.1,17.9,0,,1,10.0,0,130.4,15.0,2024,215
Olamide Zaccheaus,WAS,4,3,36,0,2.0,15,5.0,21,7.0,2.8,1,3.0,0,0.0,0,102.1,15.0,2024,215
Dyami Brown,WAS,4,3,30,0,1.0,3,1.0,27,9.0,1.0,0,,0,0.0,0,95.8,15.0,2024,215
Jamison Crowder,WAS,3,3,27,0,1.0,27,9.0,0,0.0,9.0,0,,0,0.0,0,104.2,15.0,2024,215
Brian Robinson Jr.,WAS,3,3,22,0,0.0,-1,-0.3,23,7.7,-0.3,0,,0,0.0,0,97.2,15.0,2024,215
Zach Ertz,WAS,2,2,25,0,1.0,15,7.5,10,5.0,7.5,0,,0,0.0,0,118.7,15.0,2024,215
Jeremy McNichols,WAS,2,1,0,0,,-4,-4.0,4,4.0,11.0,0,,0,0.0,0,56.2,15.0,2024,215
Ben Sinnott,WAS,1,1,7,0,,3,3.0,4,4.0,3.0,0,,0,0.0,0,95.8,15.0,2024,215
Luke McCaffrey,WAS,1,1,0,0,,1,1.0,-1,-1.0,1.0,0,,0,0.0,0,79.2,15.0,2024,215
John Bates,WAS,1,1,6,0,1.0,3,3.0,3,3.0,3.0,0,,0,0.0,0,91.7,15.0,2024,215
Foster Moreau,NOR,4,4,39,1,4.0,10,2.5,29,7.3,2.5,1,4.0,0,0.0,0,146.9,15.0,2024,215
Alvin Kamara,NOR,5,4,58,1,2.0,20,5.0,38,9.5,8.2,1,4.0,0,0.0,1,115.0,15.0,2024,215
Dante Pettis,NOR,5,2,24,0,2.0,19,9.5,5,2.5,12.6,0,,0,0.0,0,55.4,15.0,2024,215
Juwan Johnson,NOR,3,2,12,0,,12,6.0,0,0.0,10.0,0,,0,0.0,0,74.3,15.0,2024,215
Marquez Valdes-Scantling,NOR,7,2,64,0,2.0,53,26.5,11,5.5,12.9,0,,2,28.6,0,65.2,15.0,2024,215
Kevin Austin,NOR,3,1,8,0,1.0,7,7.0,1,1.0,12.3,0,,0,0.0,0,42.4,15.0,2024,215
Kendre Miller,NOR,1,0,0,0,0.0,0,,0,,-1.0,0,,1,100.0,0,39.6,15.0,2024,215
Cedrick Wilson Jr.,NOR,1,0,0,0,0.0,0,,0,,6.0,0,,0,0.0,0,39.6,15.0,2024,215
