Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA,week,year,game_id
1.0,2:12,4.0,7.0,NYG 37,7.0,0.0,"Jamie Gillan punts 46 yards, returned by Britain Covey for no gain (tackle by Casey Kreiter and Chris Myarick). Penalty on Zech McPhearson: Offensive Holding, 8 yards (accepted)",-0.91,0.38,14.0,2022,202
1.0,2:00,1.0,10.0,PHI 9,7.0,0.0,Jalen Hurts pass incomplete deep right intended for Miles Sanders,-0.38,-0.78,14.0,2022,202
1.0,1:52,2.0,10.0,PHI 9,7.0,0.0,Jalen Hurts pass complete short middle to Jack Stoll for 6 yards (tackle by Micah McFadden and Jaylon Smith),-0.78,-0.72,14.0,2022,202
1.0,1:10,3.0,4.0,PHI 15,7.0,0.0,Jalen Hurts pass complete short left to Quez Watkins for 9 yards (tackle by Fabian Moreau),-0.72,0.54,14.0,2022,202
1.0,0:44,1.0,10.0,PHI 24,7.0,0.0,"Jalen Hurts pass incomplete short middle intended for A.J. Brown. Penalty on Fabian Moreau: Defensive Holding, 5 yards (accepted) (no play)",0.54,0.87,14.0,2022,202
1.0,0:38,1.0,10.0,PHI 29,7.0,0.0,Miles Sanders left guard for 4 yards (tackle by Jihad Ward),0.87,0.87,14.0,2022,202
2.0,15:00,2.0,6.0,PHI 33,7.0,0.0,Jalen Hurts pass incomplete short left intended for Grant Calcaterra,0.87,0.17,14.0,2022,202
2.0,14:57,3.0,6.0,PHI 33,7.0,0.0,Jalen Hurts scrambles up the middle for 8 yards (tackle by Cordale Flott),0.17,1.66,14.0,2022,202
2.0,14:20,1.0,10.0,PHI 41,7.0,0.0,Jalen Hurts pass incomplete deep right intended for DeVonta Smith (defended by Darnay Holmes),1.66,1.12,14.0,2022,202
2.0,14:13,2.0,10.0,PHI 41,7.0,0.0,Jalen Hurts pass complete short left to DeVonta Smith for 15 yards (tackle by Fabian Moreau),1.12,2.65,14.0,2022,202
2.0,13:37,1.0,10.0,NYG 44,7.0,0.0,Jalen Hurts pass incomplete deep left intended for DeVonta Smith,2.65,2.11,14.0,2022,202
2.0,13:30,2.0,10.0,NYG 44,7.0,0.0,Jalen Hurts pass complete short right to DeVonta Smith for no gain (tackle by Julian Love),2.11,1.42,14.0,2022,202
2.0,13:00,3.0,10.0,NYG 44,7.0,0.0,Jalen Hurts pass complete short right to Quez Watkins for 3 yards (tackle by Tony Jefferson),1.42,0.53,14.0,2022,202
2.0,12:14,4.0,7.0,NYG 41,13.0,0.0,"Jalen Hurts pass complete deep right to DeVonta Smith for 41 yards, touchdown",0.53,7.0,14.0,2022,202
2.0,12:05,,,NYG 15,14.0,0.0,Jake Elliott kicks extra point good,0.0,0.0,14.0,2022,202
2.0,12:05,,,PHI 35,14.0,0.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,202
2.0,12:05,1.0,10.0,NYG 25,14.0,0.0,Daniel Jones scrambles right end for 2 yards (tackle by Reed Blankenship),0.61,0.33,14.0,2022,202
2.0,11:30,2.0,8.0,NYG 27,14.0,0.0,Daniel Jones pass complete short right to Saquon Barkley for 4 yards (tackle by Marcus Epps),0.33,0.17,14.0,2022,202
2.0,11:00,3.0,4.0,NYG 31,14.0,0.0,Daniel Jones pass complete short middle to Daniel Bellinger for 9 yards (tackle by Marcus Epps),0.17,1.6,14.0,2022,202
2.0,10:30,1.0,10.0,NYG 40,14.0,0.0,Matt Breida left guard for 5 yards (tackle by Kyzir White),1.6,1.73,14.0,2022,202
2.0,9:55,2.0,5.0,NYG 45,14.0,0.0,Matt Breida right guard for -1 yards (tackle by Milton Williams and Kyzir White),1.73,0.89,14.0,2022,202
2.0,9:16,3.0,6.0,NYG 44,14.0,0.0,Daniel Jones pass complete short right to Daniel Bellinger for -1 yards (tackle by Marcus Epps),0.89,-0.52,14.0,2022,202
2.0,8:32,4.0,7.0,NYG 43,14.0,0.0,"Jamie Gillan for no gain. Jamie Gillan fumbles, recovered by Carter Coughlin at NYG-33. Penalty on Jamie Gillan: Illegal Kick/Kicking Loose Ball / Offense, 10 yards (accepted)",-0.52,-3.38,14.0,2022,202
2.0,8:24,1.0,10.0,NYG 33,20.0,0.0,"Jalen Hurts pass complete deep right to A.J. Brown for 33 yards, touchdown",3.38,7.0,14.0,2022,202
2.0,8:16,,,NYG 15,21.0,0.0,Jake Elliott kicks extra point good,0.0,0.0,14.0,2022,202
2.0,8:16,,,PHI 35,21.0,0.0,"Jake Elliott kicks off 64 yards, returned by Gary Brightwell for 19 yards (tackle by Christian Elliss)",0.0,0.28,14.0,2022,202
2.0,8:11,1.0,10.0,NYG 20,21.0,0.0,Daniel Jones pass complete short right to Saquon Barkley for 16 yards (tackle by Darius Slay),0.28,1.33,14.0,2022,202
2.0,7:40,1.0,10.0,NYG 36,21.0,0.0,Saquon Barkley up the middle for 5 yards (tackle by Fletcher Cox),1.33,1.47,14.0,2022,202
2.0,7:08,2.0,5.0,NYG 41,21.0,0.0,Saquon Barkley left guard for 9 yards (tackle by Reed Blankenship),1.47,2.26,14.0,2022,202
2.0,6:32,1.0,10.0,NYG 50,21.0,0.0,Saquon Barkley up the middle for 4 yards (tackle by Linval Joseph and T.J. Edwards),2.26,2.25,14.0,2022,202
2.0,5:52,2.0,6.0,PHI 46,21.0,0.0,Saquon Barkley right guard for -4 yards (tackle by Brandon Graham and Patrick Johnson),2.25,1.03,14.0,2022,202
2.0,5:18,3.0,10.0,PHI 50,21.0,0.0,Daniel Jones pass incomplete short left intended for Richie James (defended by T.J. Edwards),1.03,-0.06,14.0,2022,202
2.0,5:14,4.0,10.0,PHI 50,21.0,0.0,Jamie Gillan punts 42 yards out of bounds,-0.06,0.38,14.0,2022,202
2.0,5:05,1.0,10.0,PHI 8,21.0,0.0,Jalen Hurts pass incomplete deep right intended for Quez Watkins (defended by Fabian Moreau),-0.38,-0.78,14.0,2022,202
2.0,4:59,2.0,10.0,PHI 8,21.0,0.0,Miles Sanders up the middle for 5 yards (tackle by Azeez Ojulari and Jaylon Smith),-0.78,-0.84,14.0,2022,202
2.0,4:38,3.0,5.0,PHI 13,21.0,0.0,"Jalen Hurts sacked by Azeez Ojulari for -11 yards. Penalty on Jordan Mailata: Offensive Holding, 10 yards (declined)",-0.84,-2.49,14.0,2022,202
2.0,4:25,4.0,16.0,PHI 2,21.0,0.0,Arryn Siposs punts blocked by Elerson Smith (tackle by Zyon Gilbert),-2.49,-4.58,14.0,2022,202
2.0,4:15,1.0,10.0,PHI 15,21.0,0.0,Daniel Jones pass complete short right to Daniel Bellinger for 11 yards (tackle by K'Von Wallace),4.58,6.28,14.0,2022,202
2.0,3:41,1.0,4.0,PHI 4,21.0,0.0,Saquon Barkley up the middle for 2 yards (tackle by Avonte Maddox and Darius Slay),6.28,5.72,14.0,2022,202
2.0,3:03,2.0,2.0,PHI 2,21.0,6.0,"Daniel Jones pass complete short right to Isaiah Hodgins for 2 yards, touchdown",5.72,7.0,14.0,2022,202
2.0,2:57,,,PHI 15,21.0,7.0,Graham Gano kicks extra point good,0.0,0.0,14.0,2022,202
2.0,2:57,,,NYG 35,21.0,7.0,"Graham Gano kicks off 66 yards, returned by Boston Scott for 66 yards (tackle by Zyon Gilbert)",0.0,3.25,14.0,2022,202
2.0,2:47,1.0,10.0,NYG 35,21.0,7.0,Miles Sanders left tackle for 9 yards (tackle by Jason Pinnock),3.25,3.92,14.0,2022,202
2.0,2:00,2.0,1.0,NYG 26,21.0,7.0,Miles Sanders left tackle for 14 yards (tackle by Jaylon Smith),3.92,4.78,14.0,2022,202
2.0,1:14,1.0,10.0,NYG 12,21.0,7.0,Miles Sanders left end for 5 yards (tackle by Nick McCloud),4.78,5.02,14.0,2022,202
2.0,1:09,2.0,5.0,NYG 7,21.0,7.0,Jalen Hurts sacked by Ryder Anderson for -4 yards,5.02,3.29,14.0,2022,202
2.0,1:02,,,,,,Timeout #1 by New York Giants,,,14.0,2022,202
2.0,1:02,3.0,9.0,NYG 11,21.0,7.0,Jalen Hurts pass incomplete short left intended for Grant Calcaterra,3.29,2.7,14.0,2022,202
2.0,0:58,4.0,9.0,NYG 11,24.0,7.0,Jake Elliott 29 yard field goal good,2.7,3.0,14.0,2022,202
2.0,0:54,,,PHI 35,24.0,7.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,202
2.0,0:54,1.0,10.0,NYG 25,24.0,7.0,Daniel Jones pass incomplete short right intended for Darius Slayton,0.61,0.06,14.0,2022,202
2.0,0:51,2.0,10.0,NYG 25,24.0,7.0,Daniel Jones pass complete short middle to Matt Breida for 7 yards (tackle by T.J. Edwards and Avonte Maddox),0.06,0.3,14.0,2022,202
2.0,0:32,3.0,3.0,NYG 32,24.0,7.0,Daniel Jones sacked by Fletcher Cox for -2 yards,0.3,-1.37,14.0,2022,202
2.0,0:26,,,,,,Timeout #1 by Philadelphia Eagles,,,14.0,2022,202
2.0,0:26,4.0,5.0,NYG 30,24.0,7.0,"Jamie Gillan punts 50 yards, returned by Britain Covey for 12 yards (tackle by Julian Love and Chris Myarick)",-1.37,-1.07,14.0,2022,202
2.0,0:14,1.0,10.0,PHI 32,24.0,7.0,Jalen Hurts pass complete short left to Kenneth Gainwell for no gain (tackle by Tony Jefferson),1.07,0.53,14.0,2022,202
3.0,15:00,,,NYG 35,24.0,7.0,"Graham Gano kicks off 65 yards, returned by Boston Scott for 16 yards (tackle by Carter Coughlin)",0.0,-0.14,14.0,2022,202
3.0,14:54,1.0,10.0,PHI 16,24.0,7.0,Miles Sanders right tackle for 22 yards (tackle by Jason Pinnock),-0.14,1.47,14.0,2022,202
3.0,14:16,1.0,10.0,PHI 38,24.0,7.0,Jalen Hurts up the middle for 13 yards (tackle by Jason Pinnock and Julian Love),1.47,2.32,14.0,2022,202
3.0,13:37,1.0,10.0,NYG 49,24.0,7.0,Miles Sanders right tackle for 5 yards (tackle by Micah McFadden),2.32,2.46,14.0,2022,202
3.0,12:57,2.0,5.0,NYG 44,24.0,7.0,Jalen Hurts right end for 24 yards (tackle by Jason Pinnock),2.46,4.24,14.0,2022,202
3.0,12:14,1.0,10.0,NYG 20,24.0,7.0,Boston Scott left end for -1 yards (tackle by Micah McFadden),4.24,3.56,14.0,2022,202
3.0,11:35,2.0,11.0,NYG 21,24.0,7.0,Jalen Hurts pass incomplete short right intended for A.J. Brown,3.56,2.87,14.0,2022,202
3.0,11:31,3.0,11.0,NYG 21,24.0,7.0,Jalen Hurts pass incomplete deep left intended for DeVonta Smith,2.87,2.06,14.0,2022,202
3.0,11:25,4.0,11.0,NYG 21,27.0,7.0,Jake Elliott 39 yard field goal good,2.06,3.0,14.0,2022,202
3.0,11:21,,,PHI 35,27.0,7.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,202
3.0,11:21,1.0,10.0,NYG 25,27.0,7.0,Daniel Jones pass complete short right to Richie James for 6 yards (tackle by Avonte Maddox),0.61,0.87,14.0,2022,202
3.0,10:51,2.0,4.0,NYG 31,27.0,7.0,Daniel Jones right end for 17 yards (tackle by K'Von Wallace),0.87,2.13,14.0,2022,202
3.0,10:18,1.0,10.0,NYG 48,27.0,7.0,Saquon Barkley right guard for 5 yards (tackle by Fletcher Cox),2.13,2.26,14.0,2022,202
3.0,9:48,2.0,5.0,PHI 47,27.0,7.0,Daniel Jones pass complete short middle to Richie James for 15 yards (tackle by Avonte Maddox),2.26,3.45,14.0,2022,202
3.0,9:20,1.0,10.0,PHI 32,27.0,7.0,Daniel Jones pass complete short right to Isaiah Hodgins for 15 yards (tackle by Marcus Epps),3.45,4.44,14.0,2022,202
3.0,8:45,1.0,10.0,PHI 17,27.0,7.0,Daniel Jones pass complete short right to Isaiah Hodgins for 7 yards (tackle by James Bradberry),4.44,5.1,14.0,2022,202
3.0,8:06,2.0,3.0,PHI 10,27.0,7.0,Gary Brightwell up the middle for no gain (tackle by Avonte Maddox and T.J. Edwards),5.1,4.34,14.0,2022,202
3.0,7:29,3.0,3.0,PHI 10,27.0,7.0,Daniel Jones pass complete short left to Gary Brightwell for 6 yards (tackle by K'Von Wallace),4.34,6.28,14.0,2022,202
3.0,6:55,1.0,4.0,PHI 4,27.0,7.0,Saquon Barkley right guard for 1 yard (tackle by Avonte Maddox),6.28,5.53,14.0,2022,202
3.0,6:15,2.0,3.0,PHI 3,27.0,7.0,Saquon Barkley left tackle for 2 yards (tackle by Marcus Epps and T.J. Edwards),5.53,5.17,14.0,2022,202
3.0,5:42,3.0,1.0,PHI 1,27.0,13.0,"Daniel Jones left tackle for 1 yard, touchdown",5.17,7.0,14.0,2022,202
3.0,5:40,,,PHI 15,27.0,14.0,Graham Gano kicks extra point good,0.0,0.0,14.0,2022,202
3.0,5:40,,,NYG 35,27.0,14.0,"Graham Gano kicks off 63 yards, returned by Boston Scott for 35 yards (tackle by Tony Jefferson)",0.0,1.4,14.0,2022,202
3.0,5:34,1.0,10.0,PHI 37,27.0,14.0,Miles Sanders left guard for 2 yards (tackle by Dexter Lawrence and Justin Ellis),1.4,1.13,14.0,2022,202
3.0,4:58,2.0,8.0,PHI 39,27.0,14.0,Jalen Hurts pass complete short left to Jack Stoll for 14 yards (tackle by Tony Jefferson),1.13,2.46,14.0,2022,202
3.0,4:24,1.0,10.0,NYG 47,27.0,14.0,Jalen Hurts pass incomplete short left intended for Miles Sanders,2.46,1.91,14.0,2022,202
3.0,4:20,2.0,10.0,NYG 47,27.0,14.0,Jalen Hurts pass complete short right to A.J. Brown for 9 yards (tackle by Nick McCloud),1.91,2.41,14.0,2022,202
3.0,3:44,3.0,1.0,NYG 38,27.0,14.0,Miles Sanders right end for 15 yards (tackle by Fabian Moreau),2.41,4.04,14.0,2022,202
3.0,3:06,1.0,10.0,NYG 23,27.0,14.0,Miles Sanders right guard for 2 yards (tackle by Jaylon Smith),4.04,3.77,14.0,2022,202
3.0,2:28,2.0,8.0,NYG 21,27.0,14.0,Jalen Hurts right end for 11 yards (tackle by Jason Pinnock),3.77,4.91,14.0,2022,202
3.0,1:46,1.0,10.0,NYG 10,33.0,14.0,"Jalen Hurts right tackle for 10 yards, touchdown",4.91,7.0,14.0,2022,202
3.0,1:41,,,NYG 15,34.0,14.0,Jake Elliott kicks extra point good,0.0,0.0,14.0,2022,202
3.0,1:41,,,PHI 35,34.0,14.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,202
3.0,1:41,1.0,10.0,NYG 25,34.0,14.0,Daniel Jones pass incomplete short middle intended for Nick Vannett (defended by Darius Slay),0.61,0.06,14.0,2022,202
3.0,1:38,2.0,10.0,NYG 25,34.0,14.0,"Daniel Jones sacked by Brandon Graham for -6 yards Penalty on NYG: Illegal Formation, 5 yards (declined)",0.06,-1.51,14.0,2022,202
3.0,1:14,3.0,16.0,NYG 19,34.0,14.0,Daniel Jones pass complete short middle to Richie James for 12 yards (tackle by Avonte Maddox),-1.51,-1.31,14.0,2022,202
3.0,0:36,4.0,4.0,NYG 31,34.0,14.0,"Daniel Jones pass complete short right to Darius Slayton for no gain (tackle by Kyzir White and T.J. Edwards). Penalty on Chris Myarick: Offensive Pass Interference, 10 yards (accepted) (no play)",-1.31,-1.96,14.0,2022,202
3.0,0:16,4.0,14.0,NYG 21,34.0,14.0,"Jamie Gillan punts 51 yards, returned by Britain Covey for 16 yards (tackle by Chris Myarick)",-1.96,-1.86,14.0,2022,202
3.0,0:04,1.0,10.0,PHI 44,34.0,14.0,Miles Sanders left end for no gain (tackle by Jason Pinnock),1.86,1.32,14.0,2022,202
4.0,15:00,2.0,10.0,PHI 44,34.0,14.0,Jalen Hurts sacked by Azeez Ojulari for -8 yards,1.32,-0.43,14.0,2022,202
4.0,14:14,3.0,18.0,PHI 36,34.0,14.0,Jalen Hurts pass complete short right to Quez Watkins for 4 yards (tackle by Julian Love),-0.43,-0.72,14.0,2022,202
4.0,13:37,4.0,14.0,PHI 40,34.0,14.0,Jake Elliott punts 35 yards downed by Nakobe Dean,-0.72,-0.61,14.0,2022,202
4.0,13:24,1.0,10.0,NYG 25,34.0,14.0,Daniel Jones pass complete short left to Richie James for 5 yards (tackle by Marcus Epps),0.61,0.74,14.0,2022,202
4.0,12:58,2.0,5.0,NYG 30,34.0,14.0,Daniel Jones pass incomplete short right intended for Isaiah Hodgins (defended by Darius Slay),0.74,0.04,14.0,2022,202
4.0,12:54,3.0,5.0,NYG 30,34.0,14.0,Daniel Jones pass incomplete short left intended for Gary Brightwell,0.04,-1.37,14.0,2022,202
4.0,12:51,4.0,5.0,NYG 30,34.0,14.0,Daniel Jones scrambles up the middle for 6 yards (tackle by James Bradberry),-1.37,1.33,14.0,2022,202
4.0,12:19,1.0,10.0,NYG 36,34.0,14.0,Matt Breida right end for 2 yards (tackle by T.J. Edwards and Darius Slay),1.33,1.06,14.0,2022,202
4.0,11:51,2.0,8.0,NYG 38,34.0,14.0,Daniel Jones pass complete deep right to Darius Slayton for 37 yards (tackle by K'Von Wallace),1.06,3.91,14.0,2022,202
4.0,11:20,1.0,10.0,PHI 25,34.0,14.0,Daniel Jones pass complete short right to Darius Slayton for 5 yards (tackle by Darius Slay),3.91,4.04,14.0,2022,202
4.0,10:44,2.0,5.0,PHI 20,34.0,14.0,Gary Brightwell up the middle for 2 yards (tackle by James Bradberry),4.04,3.66,14.0,2022,202
4.0,10:06,3.0,3.0,PHI 18,34.0,14.0,"Penalty on Evan Neal: False Start, 5 yards (accepted) (no play)",3.66,2.94,14.0,2022,202
4.0,10:06,3.0,8.0,PHI 23,34.0,14.0,Daniel Jones pass incomplete short left intended for Matt Breida,2.94,1.93,14.0,2022,202
4.0,10:02,4.0,8.0,PHI 23,34.0,14.0,Daniel Jones pass incomplete short middle intended for Richie James,1.93,-0.54,14.0,2022,202
4.0,9:58,1.0,10.0,PHI 24,34.0,14.0,Jalen Hurts sacked by Zyon Gilbert for -10 yards,0.54,-1.47,14.0,2022,202
4.0,9:14,2.0,20.0,PHI 14,34.0,14.0,Jalen Hurts pass complete short middle to A.J. Brown for 19 yards (tackle by Jason Pinnock and Cordale Flott),-1.47,0.5,14.0,2022,202
4.0,8:35,3.0,1.0,PHI 33,34.0,14.0,Jalen Hurts up the middle for 2 yards (tackle by Jaylon Smith),0.5,1.27,14.0,2022,202
4.0,7:50,1.0,10.0,PHI 35,34.0,14.0,Miles Sanders left guard for 4 yards (tackle by Jaylon Smith),1.27,1.26,14.0,2022,202
4.0,7:09,2.0,6.0,PHI 39,34.0,14.0,Miles Sanders right end for 10 yards (tackle by Jaylon Smith),1.26,2.19,14.0,2022,202
4.0,6:19,1.0,10.0,PHI 49,34.0,14.0,Boston Scott right tackle for 11 yards (tackle by Julian Love),2.19,2.92,14.0,2022,202
4.0,6:10,,,,,,Timeout #1 by New York Giants,,,14.0,2022,202
4.0,6:10,1.0,10.0,NYG 40,40.0,14.0,"Miles Sanders right tackle for 40 yards, touchdown",2.92,7.0,14.0,2022,202
4.0,6:01,,,NYG 15,41.0,14.0,Jake Elliott kicks extra point good,0.0,0.0,14.0,2022,202
4.0,6:01,,,PHI 35,41.0,14.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,202
4.0,6:01,1.0,10.0,NYG 25,41.0,14.0,Tyrod Taylor pass complete short right to Matt Breida for 2 yards (tackle by Nakobe Dean),0.61,0.33,14.0,2022,202
4.0,5:37,2.0,8.0,NYG 27,41.0,14.0,"Tyrod Taylor sacked by Brandon Graham for -4 yards. Tyrod Taylor fumbles (forced by Brandon Graham), recovered by Patrick Johnson at NYG-23 (tackle by Brandon Graham)",0.33,-4.04,14.0,2022,202
4.0,5:30,1.0,10.0,NYG 23,41.0,14.0,Boston Scott up the middle for no gain (tackle by Ryder Anderson),4.04,3.5,14.0,2022,202
4.0,4:47,2.0,10.0,NYG 23,41.0,14.0,Boston Scott right end for 11 yards (tackle by Jason Pinnock),3.5,4.78,14.0,2022,202
4.0,4:02,1.0,10.0,NYG 12,41.0,14.0,Boston Scott right end for 9 yards (tackle by Jason Pinnock and Zyon Gilbert),4.78,5.79,14.0,2022,202
4.0,3:14,,,,,,Timeout #2 by New York Giants,,,14.0,2022,202
4.0,3:14,2.0,1.0,NYG 3,47.0,14.0,"Boston Scott left guard for 3 yards, touchdown",5.79,7.0,14.0,2022,202
4.0,3:09,,,NYG 15,48.0,14.0,Jake Elliott kicks extra point good,0.0,0.0,14.0,2022,202
4.0,3:09,,,PHI 35,48.0,14.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,202
4.0,3:09,1.0,10.0,NYG 25,48.0,14.0,Tyrod Taylor pass complete short right to Richie James for 5 yards (tackle by Josiah Scott),0.61,0.74,14.0,2022,202
4.0,2:48,2.0,5.0,NYG 30,48.0,14.0,Gary Brightwell right guard for 4 yards (tackle by Milton Williams and Christian Elliss),0.74,0.56,14.0,2022,202
4.0,2:26,3.0,1.0,NYG 34,48.0,14.0,Tyrod Taylor scrambles left end for 8 yards (tackle by Christian Elliss),0.56,1.73,14.0,2022,202
4.0,2:18,1.0,10.0,NYG 42,48.0,14.0,Tyrod Taylor pass complete short middle to Gary Brightwell for 12 yards (tackle by Christian Elliss),1.73,2.52,14.0,2022,202
4.0,2:11,1.0,10.0,PHI 46,48.0,14.0,Tyrod Taylor sacked by Brandon Graham for -5 yards,2.52,1.3,14.0,2022,202
4.0,2:00,2.0,15.0,NYG 49,48.0,14.0,Tyrod Taylor pass complete short right to Nick Vannett for 9 yards (tackle by Christian Elliss and Josiah Scott),1.3,1.82,14.0,2022,202
4.0,1:36,3.0,6.0,PHI 42,48.0,14.0,Tyrod Taylor sacked by Milton Williams for -9 yards,1.82,-0.13,14.0,2022,202
4.0,0:57,4.0,15.0,NYG 49,48.0,14.0,Tyrod Taylor scrambles up the middle for 32 yards (tackle by K'Von Wallace),-0.13,4.31,14.0,2022,202
4.0,0:44,,,,,,Timeout #3 by New York Giants,,,14.0,2022,202
4.0,0:44,1.0,10.0,PHI 19,48.0,20.0,"Tyrod Taylor pass complete deep right to Richie James for 19 yards, touchdown",4.31,7.0,14.0,2022,202
4.0,0:39,,,PHI 15,48.0,20.0,"Penalty on Marcus Epps: Unnecessary Roughness / Defense, 1 yard (accepted) (no play)",0.0,1.0,14.0,2022,202
4.0,0:39,1.0,1.0,PHI 2,48.0,22.0,Two Point Attempt: Tyrod Taylor pass complete to to Isaiah Hodgins for no gain,1.0,1.0,14.0,2022,202
4.0,0:39,,,NYG 35,48.0,22.0,"Graham Gano kicks onside 11 yards, returned by A.J. Brown for no gain",0.0,2.52,14.0,2022,202
4.0,0:38,1.0,10.0,NYG 46,48.0,22.0,Gardner Minshew kneels for -1 yards,2.52,1.84,14.0,2022,202
