Player,Pos,home_team,team,week,year,game_id
Deshaun Watson,QB,0,Browns,14.0,2022,198
Nick Chubb,RB,0,Browns,14.0,2022,198
Demetric Felton,RB,0,Browns,14.0,2022,198
Amari Cooper,WR,0,Browns,14.0,2022,198
Donovan Peoples-Jones,WR,0,Browns,14.0,2022,198
David Njoku,TE,0,Browns,14.0,2022,198
Jedrick Wills Jr.,T,0,Browns,14.0,2022,198
Jack Conklin,T,0,Browns,14.0,2022,198
Wyatt Teller,G,0,Browns,14.0,2022,198
Hjalte Froholdt,G,0,Browns,14.0,2022,198
Joel Bitonio,G,0,Browns,14.0,2022,198
Myles Garrett,DE,0,Browns,14.0,2022,198
Jadeveon Clowney,DE,0,Browns,14.0,2022,198
Jordan Elliott,DT,0,Browns,14.0,2022,198
Taven Bryan,DT,0,Browns,14.0,2022,198
Deion Jones,MLB,0,Browns,14.0,2022,198
Jeremiah Owusu-Koramoah,LB,0,Browns,14.0,2022,198
Greg Newsome II,CB,0,Browns,14.0,2022,198
Martin Emerson,CB,0,Browns,14.0,2022,198
Denzel Ward,CB,0,Browns,14.0,2022,198
John Johnson,S,0,Browns,14.0,2022,198
Grant Delpit,S,0,Browns,14.0,2022,198
