Player,Pos,home_team,team,week,year,game_id
Tua Tagovailoa,QB,0,Dolphins,14.0,2022,207
Raheem Mostert,RB,0,Dolphins,14.0,2022,207
Alec Ingold,FB,0,Dolphins,14.0,2022,207
Jaylen Waddle,WR,0,Dolphins,14.0,2022,207
Tyreek Hill,WR,0,Dolphins,14.0,2022,207
Durham Smythe,TE,0,Dolphins,14.0,2022,207
Connor Williams,OL,0,Dolphins,14.0,2022,207
Brandon Shell,OL,0,Dolphins,14.0,2022,207
Robert Jones,OL,0,Dolphins,14.0,2022,207
Robert Hunt,OL,0,Dolphins,14.0,2022,207
Terron Armstead,T,0,Dolphins,14.0,2022,207
Zach Sieler,DT,0,Dolphins,14.0,2022,207
Raekwon Davis,DT,0,Dolphins,14.0,2022,207
Christian Wilkins,DT,0,Dolphins,14.0,2022,207
Bradley Chubb,OLB,0,Dolphins,14.0,2022,207
Jaelan Phillips,LB,0,Dolphins,14.0,2022,207
Elandon Roberts,LB,0,Dolphins,14.0,2022,207
Jerome Baker,LB,0,Dolphins,14.0,2022,207
Kader Kohou,CB,0,Dolphins,14.0,2022,207
Xavien Howard,CB,0,Dolphins,14.0,2022,207
Eric Rowe,S,0,Dolphins,14.0,2022,207
Jevon Holland,S,0,Dolphins,14.0,2022,207
