Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA,week,year,game_id
2.0,15:00,2.0,19.0,BUF 21,0.0,0.0,James Cook left guard for 4 yards (tackle by Quincy Williams and C.J. Mosley),-0.82,-0.96,14.0,2022,197
2.0,14:20,3.0,15.0,BUF 25,0.0,0.0,Josh Allen scrambles left tackle for 16 yards (tackle by Lamarcus Joyner),-0.96,1.66,14.0,2022,197
2.0,13:39,1.0,10.0,BUF 41,0.0,0.0,James Cook right end for 1 yard (tackle by Sauce Gardner),1.66,1.26,14.0,2022,197
2.0,13:04,2.0,9.0,BUF 42,0.0,0.0,Josh Allen pass incomplete short left intended for Stefon Diggs (defended by Michael Carter),1.26,0.56,14.0,2022,197
2.0,12:56,3.0,9.0,BUF 42,0.0,0.0,Josh Allen pass complete short left to Dawson Knox for 6 yards (tackle by C.J. Mosley),0.56,-0.19,14.0,2022,197
2.0,12:16,4.0,3.0,BUF 48,0.0,0.0,Sam Martin punts 46 yards downed by Taiwan Jones,-0.19,0.38,14.0,2022,197
2.0,12:02,1.0,10.0,NYJ 6,0.0,0.0,Zonovan Knight up the middle for 3 yards (tackle by A.J. Epenesa and Ed Oliver),-0.38,-0.56,14.0,2022,197
2.0,11:28,2.0,7.0,NYJ 9,0.0,0.0,Zonovan Knight left tackle for 10 yards (tackle by Tre'Davious White),-0.56,0.15,14.0,2022,197
2.0,10:52,1.0,10.0,NYJ 19,0.0,0.0,Zonovan Knight left tackle for 2 yards (tackle by Ed Oliver and Boogie Basham),0.15,-0.06,14.0,2022,197
2.0,10:12,2.0,8.0,NYJ 21,0.0,0.0,Michael Carter left tackle for -3 yards (tackle by A.J. Epenesa),-0.06,-1.25,14.0,2022,197
2.0,9:32,3.0,11.0,NYJ 18,0.0,0.0,Mike White pass complete short right to Tyler Conklin for 6 yards (tackle by Matt Milano and Damar Hamlin),-1.25,-1.77,14.0,2022,197
2.0,8:48,4.0,5.0,NYJ 24,0.0,0.0,"Braden Mann punts 49 yards, returned by Nyheim Hines for 23 yards (tackle by Justin Hardee)",-1.77,-2.26,14.0,2022,197
2.0,8:34,1.0,10.0,BUF 50,0.0,0.0,Josh Allen pass complete short left to Dawson Knox for 5 yards (tackle by Quincy Williams),2.26,2.39,14.0,2022,197
2.0,8:18,2.0,5.0,NYJ 45,0.0,0.0,Nyheim Hines right tackle for 3 yards (tackle by C.J. Mosley),2.39,2.08,14.0,2022,197
2.0,7:39,3.0,2.0,NYJ 42,0.0,0.0,"Josh Allen scrambles right tackle for no gain. Penalty on Dion Dawkins: Offensive Holding, 10 yards (accepted) (no play)",2.08,0.76,14.0,2022,197
2.0,7:13,3.0,12.0,BUF 48,0.0,0.0,"Josh Allen sacked by Sheldon Rankins for -6 yards. Penalty on Dion Dawkins: Offensive Holding, 10 yards (declined)",0.76,-0.59,14.0,2022,197
2.0,6:51,4.0,18.0,BUF 42,0.0,0.0,Sam Martin punts 32 yards downed by A.J. Klein,-0.59,-0.67,14.0,2022,197
2.0,6:46,1.0,10.0,NYJ 26,0.0,0.0,Mike White pass complete deep middle to Elijah Moore for 24 yards (tackle by Tremaine Edmunds),0.67,2.26,14.0,2022,197
2.0,6:26,1.0,10.0,NYJ 50,0.0,0.0,Zonovan Knight left guard for no gain (tackle by Matt Milano and Ed Oliver),2.26,1.71,14.0,2022,197
2.0,5:49,2.0,10.0,NYJ 50,0.0,0.0,Joe Flacco pass incomplete deep left intended for Tyler Conklin,1.71,1.03,14.0,2022,197
2.0,5:42,3.0,10.0,NYJ 50,0.0,0.0,Mike White pass complete short right to Garrett Wilson for 12 yards,1.03,3.05,14.0,2022,197
2.0,5:10,1.0,10.0,BUF 38,0.0,0.0,Michael Carter left tackle for -2 yards (tackle by Tremaine Edmunds),3.05,2.24,14.0,2022,197
2.0,4:33,2.0,12.0,BUF 40,0.0,0.0,"Mike White sacked by A.J. Epenesa for -10 yards. Mike White fumbles (forced by A.J. Epenesa), recovered by C.J. Uzomah at NYJ-49",2.24,0.1,14.0,2022,197
2.0,3:52,3.0,23.0,NYJ 49,0.0,0.0,Michael Carter right guard for 3 yards (tackle by Tim Settle),0.1,0.07,14.0,2022,197
2.0,3:16,4.0,20.0,BUF 48,0.0,0.0,"Braden Mann punts 48 yards, touchback.. Penalty on Thomas Hennessy: Offensive Holding, 10 yards (accepted)",0.07,-0.94,14.0,2022,197
2.0,3:04,1.0,10.0,BUF 30,0.0,0.0,Devin Singletary left tackle for no gain (tackle by C.J. Mosley and Carl Lawson),0.94,0.39,14.0,2022,197
2.0,2:37,2.0,10.0,BUF 30,0.0,0.0,Josh Allen pass complete short right to Devin Singletary for 4 yards (tackle by Quincy Williams),0.39,0.23,14.0,2022,197
2.0,2:00,3.0,6.0,BUF 34,0.0,0.0,Josh Allen scrambles left tackle for 5 yards (tackle by C.J. Mosley and John Franklin-Myers),0.23,-0.78,14.0,2022,197
2.0,1:17,4.0,1.0,BUF 39,0.0,0.0,"Penalty on C.J. Mosley: Encroachment, 6 yards (accepted) (no play)",-0.78,1.93,14.0,2022,197
2.0,1:17,1.0,10.0,BUF 45,0.0,0.0,Josh Allen pass complete short right to Isaiah McKenzie for 8 yards (tackle by Lamarcus Joyner),1.93,2.46,14.0,2022,197
2.0,0:53,2.0,2.0,NYJ 47,0.0,0.0,Josh Allen pass complete to Isaiah McKenzie for 7 yards (tackle by C.J. Mosley),2.46,2.92,14.0,2022,197
2.0,0:47,,,,,,Timeout #1 by Buffalo Bills,,,14.0,2022,197
2.0,0:47,1.0,10.0,NYJ 40,0.0,0.0,Josh Allen scrambles right tackle for 11 yards (tackle by Sauce Gardner),2.92,3.64,14.0,2022,197
2.0,0:40,,,,,,Timeout #2 by Buffalo Bills,,,14.0,2022,197
2.0,0:40,1.0,10.0,NYJ 29,0.0,0.0,"Josh Allen pass incomplete short left intended for Isaiah McKenzie (defended by Michael Carter). Penalty on Michael Carter: Defensive Holding, 5 yards (accepted) (no play)",3.64,3.97,14.0,2022,197
2.0,0:34,1.0,10.0,NYJ 24,0.0,6.0,"Josh Allen pass complete short right to Dawson Knox for 24 yards, touchdown",3.97,7.0,14.0,2022,197
2.0,0:26,,,NYJ 15,0.0,7.0,Tyler Bass kicks extra point good,0.0,0.0,14.0,2022,197
2.0,0:26,,,BUF 35,0.0,7.0,"Tyler Bass kicks off 62 yards, returned by Braxton Berrios for 21 yards (tackle by Siran Neal)",0.0,0.54,14.0,2022,197
2.0,0:22,1.0,10.0,NYJ 24,0.0,7.0,Mike White pass complete short right to Tyler Conklin for 4 yards (tackle by Taron Johnson),0.54,0.54,14.0,2022,197
3.0,15:00,,,BUF 35,0.0,7.0,"Tyler Bass kicks off 61 yards, returned by Braxton Berrios for 24 yards (tackle by Cameron Lewis)",0.0,0.81,14.0,2022,197
3.0,14:54,1.0,10.0,NYJ 28,0.0,7.0,Mike White pass complete short left to Zonovan Knight for -2 yards (tackle by Matt Milano),0.81,-0.01,14.0,2022,197
3.0,14:15,2.0,12.0,NYJ 26,0.0,7.0,Mike White pass incomplete short left intended for Denzel Mims (defended by Matt Milano),-0.01,-0.69,14.0,2022,197
3.0,14:08,3.0,12.0,NYJ 26,0.0,7.0,Mike White pass complete short right to Garrett Wilson for 13 yards. Penalty on Dane Jackson: Defensive Holding (declined),-0.69,1.53,14.0,2022,197
3.0,13:40,1.0,10.0,NYJ 39,0.0,7.0,Zonovan Knight left guard for no gain (tackle by Shaq Lawson and Tremaine Edmunds),1.53,0.99,14.0,2022,197
3.0,13:02,2.0,10.0,NYJ 39,0.0,7.0,Mike White pass incomplete short right,0.99,0.3,14.0,2022,197
3.0,12:55,3.0,10.0,NYJ 39,0.0,7.0,Mike White pass complete deep right to Braxton Berrios for 25 yards (tackle by Dane Jackson),0.3,3.18,14.0,2022,197
3.0,12:11,1.0,10.0,BUF 36,0.0,7.0,Mike White pass complete to Denzel Mims for 12 yards (tackle by Dane Jackson),3.18,3.97,14.0,2022,197
3.0,11:28,1.0,10.0,BUF 24,0.0,7.0,Mike White pass complete short right to C.J. Uzomah for 7 yards (tackle by Damar Hamlin and Taron Johnson),3.97,4.46,14.0,2022,197
3.0,10:47,2.0,3.0,BUF 17,0.0,7.0,Zonovan Knight left guard for 4 yards (tackle by Matt Milano and Damar Hamlin),4.46,4.71,14.0,2022,197
3.0,10:02,1.0,10.0,BUF 13,6.0,7.0,"Zonovan Knight for 13 yards, touchdown",4.71,7.0,14.0,2022,197
3.0,9:59,,,BUF 15,7.0,7.0,Greg Zuerlein kicks extra point good,0.0,0.0,14.0,2022,197
3.0,9:59,,,NYJ 35,7.0,7.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,197
3.0,9:59,1.0,10.0,BUF 25,7.0,7.0,Josh Allen pass incomplete short right intended for Dawson Knox,0.61,0.06,14.0,2022,197
3.0,9:56,2.0,10.0,BUF 25,7.0,7.0,Josh Allen pass complete short right to Stefon Diggs for 32 yards (tackle by Lamarcus Joyner),0.06,2.72,14.0,2022,197
3.0,9:17,1.0,10.0,NYJ 43,7.0,7.0,Josh Allen pass complete short right to Gabriel Davis for 6 yards,2.72,2.99,14.0,2022,197
3.0,9:16,2.0,4.0,NYJ 37,7.0,7.0,"Josh Allen pass incomplete deep left intended for Khalil Shakir. Penalty on Michael Carter: Defensive Pass Interference, 20 yards (accepted) (no play)",2.99,4.44,14.0,2022,197
3.0,8:47,1.0,10.0,NYJ 17,7.0,7.0,Josh Allen pass complete short left to Nyheim Hines for 4 yards (tackle by Quincy Williams),4.44,4.61,14.0,2022,197
3.0,8:06,2.0,5.0,NYJ 13,7.0,7.0,Josh Allen pass complete short right to Gabriel Davis for 8 yards (tackle by D.J. Reed),4.61,6.06,14.0,2022,197
3.0,7:27,1.0,5.0,NYJ 5,7.0,13.0,"Josh Allen right guard for 5 yards, touchdown",6.06,7.0,14.0,2022,197
3.0,7:20,,,NYJ 15,7.0,14.0,Tyler Bass kicks extra point good,0.0,0.0,14.0,2022,197
3.0,7:20,,,BUF 35,7.0,14.0,"Tyler Bass kicks off 63 yards, returned by Braxton Berrios for 23 yards (tackle by Siran Neal)",0.0,0.61,14.0,2022,197
3.0,7:14,1.0,10.0,NYJ 25,7.0,14.0,Zonovan Knight right tackle for 9 yards (tackle by Boogie Basham),0.61,1.28,14.0,2022,197
3.0,6:42,2.0,1.0,NYJ 34,7.0,14.0,Zonovan Knight up the middle for no gain (tackle by Tim Settle and Boogie Basham),1.28,0.56,14.0,2022,197
3.0,6:03,3.0,1.0,NYJ 34,7.0,14.0,Zonovan Knight right guard for 2 yards (tackle by Dane Jackson),0.56,1.33,14.0,2022,197
3.0,5:30,1.0,10.0,NYJ 36,7.0,14.0,Mike White pass complete short right to Denzel Mims for 14 yards (tackle by Jordan Poyer),1.33,2.26,14.0,2022,197
3.0,4:49,1.0,10.0,NYJ 50,7.0,14.0,Mike White pass incomplete deep left intended for Tyler Conklin,2.26,1.71,14.0,2022,197
3.0,4:41,2.0,10.0,NYJ 50,7.0,14.0,"Joe Flacco sacked by Gregory Rousseau for -6 yards. Joe Flacco fumbles (forced by Gregory Rousseau), recovered by DaQuan Jones at NYJ-44",1.71,-2.65,14.0,2022,197
3.0,4:30,1.0,10.0,NYJ 44,7.0,14.0,Josh Allen pass complete deep left to Gabriel Davis for 17 yards (tackle by D.J. Reed),2.65,3.78,14.0,2022,197
3.0,3:47,1.0,10.0,NYJ 27,7.0,14.0,"Isaiah McKenzie left tackle for 6 yards (tackle by D.J. Reed). Penalty on Dion Dawkins: Offensive Holding, 10 yards (accepted) (no play)",3.78,3.12,14.0,2022,197
3.0,3:30,1.0,20.0,NYJ 37,7.0,14.0,Josh Allen pass complete short left to James Cook for 9 yards (tackle by D.J. Reed),3.12,3.1,14.0,2022,197
3.0,2:55,2.0,11.0,NYJ 28,7.0,14.0,Josh Allen left guard for 8 yards (tackle by Sheldon Rankins and Lamarcus Joyner),3.1,3.47,14.0,2022,197
3.0,2:20,3.0,3.0,NYJ 20,7.0,14.0,Josh Allen pass incomplete short left intended for Isaiah McKenzie,3.47,2.22,14.0,2022,197
3.0,2:11,4.0,3.0,NYJ 20,7.0,17.0,Tyler Bass 38 yard field goal good,2.22,3.0,14.0,2022,197
3.0,2:07,,,BUF 35,7.0,17.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,197
3.0,2:07,1.0,10.0,NYJ 25,7.0,17.0,"Zonovan Knight left end for no gain (tackle by Taron Johnson and Dane Jackson). Penalty on C.J. Uzomah: Offensive Holding, 10 yards (accepted) (no play)",0.61,-0.41,14.0,2022,197
3.0,1:40,1.0,20.0,NYJ 15,7.0,17.0,Joe Flacco pass incomplete short right intended for Elijah Moore (defended by Matt Milano),-0.41,-1.43,14.0,2022,197
3.0,1:36,2.0,20.0,NYJ 15,7.0,17.0,Joe Flacco pass complete short right to Elijah Moore for 1 yard (tackle by Matt Milano),-1.43,-2.14,14.0,2022,197
3.0,0:53,3.0,19.0,NYJ 16,7.0,17.0,Michael Carter up the middle for 2 yards (tackle by DaQuan Jones),-2.14,-2.24,14.0,2022,197
3.0,0:17,4.0,17.0,NYJ 18,7.0,17.0,"Braden Mann punts 51 yards, returned by Nyheim Hines for 17 yards (tackle by Jamien Sherwood)",-2.24,-2.13,14.0,2022,197
4.0,15:00,1.0,10.0,BUF 48,7.0,17.0,Devin Singletary up the middle for 16 yards (tackle by Quincy Williams),2.13,3.18,14.0,2022,197
4.0,14:22,1.0,10.0,NYJ 36,7.0,17.0,Devin Singletary up the middle for 4 yards (tackle by Jordan Whitehead and Solomon Thomas),3.18,3.18,14.0,2022,197
4.0,13:40,2.0,6.0,NYJ 32,7.0,17.0,James Cook left tackle for 3 yards (tackle by Kwon Alexander and C.J. Mosley),3.18,2.87,14.0,2022,197
4.0,12:55,3.0,3.0,NYJ 29,7.0,17.0,Josh Allen left end for -2 yards (tackle by Kwon Alexander and Jordan Whitehead),2.87,1.35,14.0,2022,197
4.0,12:35,4.0,5.0,NYJ 31,7.0,20.0,Tyler Bass 49 yard field goal good,1.35,3.0,14.0,2022,197
4.0,12:23,,,BUF 35,7.0,20.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,14.0,2022,197
4.0,12:23,1.0,10.0,NYJ 25,7.0,20.0,Zonovan Knight left end for -1 yards (tackle by Jordan Poyer),0.61,-0.07,14.0,2022,197
4.0,11:44,2.0,11.0,NYJ 24,7.0,20.0,"Mike White pass complete short right to Garrett Wilson for 13 yards (tackle by Tre'Davious White) BUF challenged the pass completion ruling, and the play was upheld.",-0.07,1.4,14.0,2022,197
4.0,11:07,1.0,10.0,NYJ 37,7.0,20.0,Mike White pass incomplete short right intended for Denzel Mims (defended by Dane Jackson),1.4,0.86,14.0,2022,197
4.0,11:02,2.0,10.0,NYJ 37,7.0,20.0,Mike White pass complete short left to Denzel Mims for 9 yards (tackle by Jordan Poyer and A.J. Epenesa),0.86,1.36,14.0,2022,197
4.0,10:35,3.0,1.0,NYJ 46,7.0,20.0,Mike White pass complete short right to Elijah Moore for 7 yards (tackle by Taron Johnson),1.36,2.46,14.0,2022,197
4.0,10:13,1.0,10.0,BUF 47,7.0,20.0,Mike White sacked by Shaq Lawson for -11 yards,2.46,0.43,14.0,2022,197
4.0,9:20,2.0,21.0,NYJ 42,7.0,20.0,Mike White pass complete short right to Michael Carter for 7 yards (tackle by Tremaine Edmunds and Jordan Poyer),0.43,0.7,14.0,2022,197
4.0,8:41,3.0,14.0,NYJ 49,7.0,20.0,Mike White pass incomplete deep middle intended for Elijah Moore,0.7,-0.13,14.0,2022,197
4.0,8:34,4.0,14.0,NYJ 49,7.0,20.0,"Braden Mann punts 43 yards, fair catch by Nyheim Hines at BUF-8",-0.13,0.38,14.0,2022,197
4.0,8:26,1.0,10.0,BUF 8,7.0,20.0,Devin Singletary up the middle for 1 yard (tackle by John Franklin-Myers),-0.38,-0.71,14.0,2022,197
4.0,7:44,2.0,9.0,BUF 9,7.0,20.0,Josh Allen pass incomplete short left intended for Devin Singletary,-0.71,-1.3,14.0,2022,197
4.0,7:40,3.0,9.0,BUF 9,7.0,20.0,Josh Allen pass incomplete short left intended for Dawson Knox,-1.3,-2.49,14.0,2022,197
4.0,7:35,4.0,9.0,BUF 9,9.0,20.0,"Sam Martin punts blocked by Jermaine Johnson, safety.",-2.49,-2.0,14.0,2022,197
4.0,7:30,,,BUF 20,9.0,20.0,"Sam Martin kicks off 63 yards, returned by Braxton Berrios for 20 yards (tackle by Taiwan Jones)",0.0,1.4,14.0,2022,197
4.0,7:23,1.0,10.0,NYJ 37,9.0,20.0,Mike White pass incomplete,1.4,0.86,14.0,2022,197
4.0,7:18,2.0,10.0,NYJ 37,9.0,20.0,Mike White pass complete short right to Garrett Wilson for 14 yards (tackle by A.J. Epenesa),0.86,2.32,14.0,2022,197
4.0,6:43,1.0,10.0,BUF 49,9.0,20.0,Zonovan Knight right tackle for 13 yards (tackle by Damar Hamlin),2.32,3.18,14.0,2022,197
4.0,6:15,1.0,10.0,BUF 36,9.0,20.0,Mike White pass complete short right to Zonovan Knight for 8 yards (tackle by Dane Jackson and Jordan Poyer),3.18,3.72,14.0,2022,197
4.0,5:47,2.0,2.0,BUF 28,9.0,20.0,"Michael Carter right guard for 5 yards. Michael Carter fumbles (forced by Damar Hamlin) (tackle by Taron Johnson and Damar Hamlin), recovered by Matt Milano at BUF-22",3.72,-0.41,14.0,2022,197
4.0,5:34,1.0,10.0,BUF 22,9.0,20.0,James Cook right end for -2 yards (tackle by Jordan Whitehead),0.41,-0.4,14.0,2022,197
4.0,4:53,2.0,12.0,BUF 20,9.0,20.0,Josh Allen pass complete short left to Stefon Diggs for 1 yard (tackle by D.J. Reed),-0.4,-0.96,14.0,2022,197
4.0,4:08,3.0,11.0,BUF 21,9.0,20.0,"Penalty on Rodger Saffold: False Start, 5 yards (accepted) (no play)",-0.96,-1.87,14.0,2022,197
4.0,4:08,3.0,16.0,BUF 16,9.0,20.0,Devin Singletary left tackle for 1 yard (tackle by Quincy Williams),-1.87,-2.32,14.0,2022,197
4.0,3:28,4.0,15.0,BUF 17,9.0,20.0,"Sam Martin punts 60 yards, returned by Braxton Berrios for 13 yards (tackle by Tyler Matakevich)",-2.32,-1.33,14.0,2022,197
4.0,3:13,1.0,10.0,NYJ 36,9.0,20.0,Mike White pass complete short right to Tyler Conklin for 6 yards (tackle by Matt Milano),1.33,1.6,14.0,2022,197
4.0,2:49,2.0,4.0,NYJ 42,9.0,20.0,Mike White pass complete deep middle to Elijah Moore for 19 yards (tackle by Tremaine Edmunds),1.6,2.98,14.0,2022,197
4.0,2:17,1.0,10.0,BUF 39,9.0,20.0,Mike White pass incomplete short right,2.98,2.44,14.0,2022,197
4.0,2:11,2.0,10.0,BUF 39,9.0,20.0,Mike White pass complete short right to Tyler Conklin for 5 yards (tackle by Jordan Poyer),2.44,2.41,14.0,2022,197
4.0,2:00,3.0,5.0,BUF 34,9.0,20.0,Mike White pass complete short left to Garrett Wilson for 16 yards (tackle by Tre'Davious White),2.41,4.37,14.0,2022,197
4.0,1:54,1.0,10.0,BUF 18,9.0,20.0,Mike White pass complete short left to Michael Carter for 5 yards (tackle by Taron Johnson),4.37,4.61,14.0,2022,197
4.0,1:49,2.0,5.0,BUF 13,9.0,20.0,Mike White pass complete short left to Elijah Moore for 4 yards (tackle by Taron Johnson),4.61,4.74,14.0,2022,197
4.0,1:27,3.0,1.0,BUF 9,9.0,20.0,Mike White pass incomplete short right intended for Braxton Berrios,4.74,2.98,14.0,2022,197
4.0,1:21,4.0,1.0,BUF 9,12.0,20.0,Greg Zuerlein 26 yard field goal good,2.98,3.0,14.0,2022,197
4.0,1:18,,,,,,Timeout #2 by Buffalo Bills,,,14.0,2022,197
4.0,1:18,,,NYJ 35,12.0,20.0,"Greg Zuerlein kicks off 55 yards, returned by Nyheim Hines for 19 yards (tackle by Kenny Yeboah and Will Parks)",0.0,0.87,14.0,2022,197
4.0,1:13,1.0,10.0,BUF 29,12.0,20.0,Josh Allen pass incomplete deep left intended for Dawson Knox (defended by C.J. Mosley),0.87,0.33,14.0,2022,197
4.0,1:06,2.0,10.0,BUF 29,12.0,20.0,Devin Singletary up the middle for 4 yards (tackle by Sheldon Rankins),0.33,0.17,14.0,2022,197
