Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Kirk Cousins,MIN,0,0,0,0,0,14.0,2022,200
Dalvin Cook,MIN,2,1,13,0,13,14.0,2022,200
Justin Jefferson,MIN,15,11,223,0,47,14.0,2022,200
T.J. Hockenson,MIN,8,6,77,0,21,14.0,2022,200
Adam Thielen,MIN,8,7,65,1,23,14.0,2022,200
K.J. Osborn,MIN,5,5,38,1,15,14.0,2022,200
C.J. Ham,MIN,1,1,9,0,9,14.0,2022,200
Jalen Reagor,MIN,1,0,0,0,0,14.0,2022,200
Alexander Mattison,MIN,0,0,0,0,0,14.0,2022,200
Jared Goff,DET,0,0,0,0,0,14.0,2022,200
C.J. Moore,DET,0,0,0,0,0,14.0,2022,200
Jamaal Williams,DET,1,0,0,0,0,14.0,2022,200
D'Andre Swift,DET,4,3,18,0,15,14.0,2022,200
Justin Jackson,DET,1,1,12,0,12,14.0,2022,200
Amon-Ra St. Brown,DET,9,6,68,0,25,14.0,2022,200
DJ Chark,DET,7,6,94,1,48,14.0,2022,200
Josh Reynolds,DET,6,5,51,1,18,14.0,2022,200
Jameson Williams,DET,2,1,41,1,41,14.0,2022,200
Kalif Raymond,DET,2,2,19,0,14,14.0,2022,200
Shane Zylstra,DET,2,2,18,0,14,14.0,2022,200
Penei Sewell,DET,1,1,9,0,9,14.0,2022,200
Brock Wright,DET,1,0,0,0,0,14.0,2022,200
