Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Patrick Mahomes,KAN,28,42,352,3,3,2,10,56,86.6,14.0,2022,204
Isiah Pacheco,KAN,0,0,0,0,0,0,0,0,,14.0,2022,204
Jerick McKinnon,KAN,0,0,0,0,0,0,0,0,,14.0,2022,204
JuJu Smith-Schuster,KAN,0,0,0,0,0,0,0,0,,14.0,2022,204
Travis Kelce,KAN,0,0,0,0,0,0,0,0,,14.0,2022,204
Noah Gray,KAN,0,0,0,0,0,0,0,0,,14.0,2022,204
Marquez Valdes-Scantling,KAN,0,0,0,0,0,0,0,0,,14.0,2022,204
Skyy Moore,KAN,0,0,0,0,0,0,0,0,,14.0,2022,204
Michael Burton,KAN,0,0,0,0,0,0,0,0,,14.0,2022,204
Justin Watson,KAN,0,0,0,0,0,0,0,0,,14.0,2022,204
Russell Wilson,DEN,23,36,247,3,1,6,49,66,100.1,14.0,2022,204
Brett Rypien,DEN,4,8,16,1,1,0,0,7,56.2,14.0,2022,204
Latavius Murray,DEN,0,0,0,0,0,0,0,0,,14.0,2022,204
Marlon Mack,DEN,0,0,0,0,0,0,0,0,,14.0,2022,204
Mike Boone,DEN,0,0,0,0,0,0,0,0,,14.0,2022,204
Jerry Jeudy,DEN,0,0,0,0,0,0,0,0,,14.0,2022,204
Greg Dulcich,DEN,0,0,0,0,0,0,0,0,,14.0,2022,204
Kendall Hinton,DEN,0,0,0,0,0,0,0,0,,14.0,2022,204
Eric Tomlinson,DEN,0,0,0,0,0,0,0,0,,14.0,2022,204
Jalen Virgil,DEN,0,0,0,0,0,0,0,0,,14.0,2022,204
Eric Saubert,DEN,0,0,0,0,0,0,0,0,,14.0,2022,204
Brandon Johnson,DEN,0,0,0,0,0,0,0,0,,14.0,2022,204
