Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Panthers,6.0,9.49,-3.55,14.03,0.0,-1.49,-4.81,2.99,8.93,0.23,-7.7,5.49,1.41,-1.81,2.84,14.0,2022,205
Seahawks,-6.0,1.49,4.81,-2.99,-8.93,-9.49,3.55,-14.03,0.0,-0.23,-5.49,7.7,1.81,-1.41,-2.84,14.0,2022,205
