Quarter,Time,Tm,Detail,NYJ,BUF,week,year,game_id
2.0,0:26,Bills,Dawson Knox 24 yard pass from Josh Allen (Tyler Bass kick),0,7,14.0,2022,197
3.0,9:59,Jets,Zonovan Knight 13 yard rush (Greg Zuerlein kick),7,7,14.0,2022,197
,7:20,Bills,Josh Allen 5 yard rush (Tyler Bass kick),7,14,14.0,2022,197
,2:07,Bills,Tyler Bass 38 yard field goal,7,17,14.0,2022,197
4.0,12:23,Bills,Tyler Bass 49 yard field goal,7,20,14.0,2022,197
,7:30,Jets,"Safety, blocked punt out of bounds in end zone",9,20,14.0,2022,197
,1:18,Jets,Greg Zuerlein 26 yard field goal,12,20,14.0,2022,197
