Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Marcus Peters,BAL,0,7,5,71.4%,35.0,7.0,5.0,0.0,82.4,5.6,21.0,14.0,0,0,0,0.0,0,4,2,33.3%,14.0,2022,203
Kyle Hamilton,BAL,0,5,5,100.0%,50.0,10.0,10.0,1.0,147.9,5.8,29.0,21.0,2,0,0,0.0,0,6,0,0.0%,14.0,2022,203
Marlon Humphrey,BAL,0,7,5,71.4%,125.0,25.0,17.9,0.0,113.7,25.6,112.0,13.0,0,0,0,0.0,0,6,0,0.0%,14.0,2022,203
Patrick Queen,BAL,1,5,2,40.0%,9.0,4.5,1.8,0.0,8.3,5.2,-2.0,11.0,7,1,0,0.0,1,6,0,0.0%,14.0,2022,203
Tyus Bowser,BAL,0,1,1,100.0%,14.0,14.0,14.0,0.0,118.7,9.0,9.0,5.0,0,1,0,1.0,2,2,0,0.0%,14.0,2022,203
Ar'Darius Washington,BAL,0,1,1,100.0%,11.0,11.0,11.0,0.0,112.5,11.0,11.0,0.0,1,1,0,0.0,1,2,0,0.0%,14.0,2022,203
Marcus Williams,BAL,1,1,1,100.0%,13.0,13.0,13.0,0.0,79.2,14.0,14.0,-1.0,0,0,0,0.0,0,3,0,0.0%,14.0,2022,203
Odafe Oweh,BAL,0,1,1,100.0%,11.0,11.0,11.0,0.0,112.5,5.0,5.0,6.0,0,0,0,0.0,0,2,1,33.3%,14.0,2022,203
Chuck Clark,BAL,0,1,1,100.0%,8.0,8.0,8.0,0.0,100.0,9.0,9.0,-1.0,1,0,0,0.0,0,6,0,0.0%,14.0,2022,203
Justin Houston,BAL,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,14.0,2022,203
Broderick Washington Jr.,BAL,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,14.0,2022,203
Roquan Smith,BAL,1,2,0,0.0%,,,0.0,,0.0,5.5,,,3,0,0,1.0,1,5,1,16.7%,14.0,2022,203
Terrell Edmunds,PIT,0,3,2,66.7%,33.0,16.5,11.0,0.0,103.5,11.3,22.0,11.0,1,0,0,0.0,0,9,0,0.0%,14.0,2022,203
James Pierre,PIT,0,2,2,100.0%,36.0,18.0,18.0,0.0,118.7,14.5,29.0,7.0,0,0,0,0.0,0,2,0,0.0%,14.0,2022,203
Levi Wallace,PIT,0,3,2,66.7%,15.0,7.5,5.0,0.0,78.5,6.0,14.0,1.0,0,0,0,0.0,0,3,0,0.0%,14.0,2022,203
Minkah Fitzpatrick,PIT,0,1,1,100.0%,7.0,7.0,7.0,0.0,95.8,3.0,3.0,4.0,2,1,0,0.0,1,11,0,0.0%,14.0,2022,203
Arthur Maulet,PIT,0,1,1,100.0%,9.0,9.0,9.0,0.0,104.2,6.0,6.0,3.0,0,0,0,0.0,0,3,0,0.0%,14.0,2022,203
Robert Spillane,PIT,0,1,1,100.0%,0.0,0.0,0.0,0.0,79.2,0.0,0.0,0.0,4,0,0,0.0,0,2,0,0.0%,14.0,2022,203
Cameron Sutton,PIT,0,4,1,25.0%,3.0,3.0,0.8,0.0,39.6,4.8,3.0,0.0,0,0,0,0.0,0,2,0,0.0%,14.0,2022,203
Devin Bush Jr.,PIT,0,1,1,100.0%,1.0,1.0,1.0,0.0,79.2,-4.0,-4.0,5.0,3,0,0,0.0,0,6,0,0.0%,14.0,2022,203
Cameron Heyward,PIT,0,0,0,,,,,,,,,,0,1,1,0.0,2,6,1,14.3%,14.0,2022,203
Alex Highsmith,PIT,0,0,0,,,,,,,,,,0,2,0,0.0,2,3,0,0.0%,14.0,2022,203
Chris Wormley,PIT,0,0,0,,,,,,,,,,0,0,0,0.5,1,3,1,25.0%,14.0,2022,203
T.J. Watt,PIT,0,0,0,,,,,,,,,,0,0,0,1.0,1,5,0,0.0%,14.0,2022,203
Tyson Alualu,PIT,0,0,0,,,,,,,,,,0,0,0,0.5,1,1,0,0.0%,14.0,2022,203
Larry Ogunjobi,PIT,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,14.0,2022,203
DeMarvin Leal,PIT,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%,14.0,2022,203
Damontae Kazee,PIT,0,1,0,0.0%,,,0.0,,39.6,29.0,,,0,0,0,0.0,0,4,0,0.0%,14.0,2022,203
