Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bengals,13.0,7.01,3.13,3.88,-3.81,8.32,5.71,1.65,3.59,-3.29,-3.04,1.83,5.11,-6.52,-0.67,14.0,2022,198
Browns,-13.0,-8.32,-5.71,-1.65,-3.59,-7.01,-3.13,-3.88,3.81,3.29,-1.83,3.04,6.52,-5.11,0.67,14.0,2022,198
