Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Mac Jones,NWE,5,-1,0,2,14.0,2022,208
Pierre Strong,NWE,5,70,1,44,14.0,2022,208
Kevin Harris,NWE,8,26,1,14,14.0,2022,208
Rhamondre Stevenson,NWE,3,8,0,4,14.0,2022,208
Hunter Henry,NWE,0,0,0,0,14.0,2022,208
Kendrick Bourne,NWE,0,0,0,0,14.0,2022,208
Nelson Agholor,NWE,0,0,0,0,14.0,2022,208
Tyquan Thornton,NWE,0,0,0,0,14.0,2022,208
DeVante Parker,NWE,0,0,0,0,14.0,2022,208
Marcus Jones,NWE,0,0,0,0,14.0,2022,208
Jonnu Smith,NWE,0,0,0,0,14.0,2022,208
Colt McCoy,ARI,5,24,0,9,14.0,2022,208
Kyler Murray,ARI,1,3,0,3,14.0,2022,208
James Conner,ARI,15,85,1,23,14.0,2022,208
Keaontay Ingram,ARI,1,1,0,1,14.0,2022,208
DeAndre Hopkins,ARI,0,0,0,0,14.0,2022,208
Robbie Chosen,ARI,0,0,0,0,14.0,2022,208
Marquise Brown,ARI,0,0,0,0,14.0,2022,208
Trey McBride,ARI,0,0,0,0,14.0,2022,208
Corey Clement,ARI,0,0,0,0,14.0,2022,208
A.J. Green,ARI,0,0,0,0,14.0,2022,208
Stephen Anderson,ARI,0,0,0,0,14.0,2022,208
