Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Davis Mills,HOU,16,21,175,0,1,0,0,36,80.5,14.0,2022,199
Jeff Driskel,HOU,4,6,38,1,0,0,0,28,123.6,14.0,2022,199
Dameon Pierce,HOU,0,0,0,0,0,0,0,0,,14.0,2022,199
Amari Rodgers,HOU,0,0,0,0,0,0,0,0,,14.0,2022,199
Eno Benjamin,HOU,0,0,0,0,0,0,0,0,,14.0,2022,199
Chris Moore,HOU,0,0,0,0,0,0,0,0,,14.0,2022,199
Phillip Dorsett,HOU,0,0,0,0,0,0,0,0,,14.0,2022,199
Jordan Akins,HOU,0,0,0,0,0,0,0,0,,14.0,2022,199
Rex Burkhead,HOU,0,0,0,0,0,0,0,0,,14.0,2022,199
Dare Ogunbowale,HOU,0,0,0,0,0,0,0,0,,14.0,2022,199
Dak Prescott,DAL,24,39,284,1,2,1,7,51,70.9,14.0,2022,199
Ezekiel Elliott,DAL,0,0,0,0,0,0,0,0,,14.0,2022,199
Tony Pollard,DAL,0,0,0,0,0,0,0,0,,14.0,2022,199
Dalton Schultz,DAL,0,0,0,0,0,0,0,0,,14.0,2022,199
Noah Brown,DAL,0,0,0,0,0,0,0,0,,14.0,2022,199
Michael Gallup,DAL,0,0,0,0,0,0,0,0,,14.0,2022,199
CeeDee Lamb,DAL,0,0,0,0,0,0,0,0,,14.0,2022,199
James Washington,DAL,0,0,0,0,0,0,0,0,,14.0,2022,199
