Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Patrick Mahomes,KAN,0,0,0,0,0,14.0,2022,204
Isiah Pacheco,KAN,3,3,23,0,17,14.0,2022,204
Jerick McKinnon,KAN,9,7,112,2,56,14.0,2022,204
JuJu Smith-Schuster,KAN,11,9,74,1,20,14.0,2022,204
Travis Kelce,KAN,9,4,71,0,37,14.0,2022,204
Noah Gray,KAN,3,3,45,0,25,14.0,2022,204
Marquez Valdes-Scantling,KAN,3,1,20,0,20,14.0,2022,204
Skyy Moore,KAN,2,1,7,0,7,14.0,2022,204
Michael Burton,KAN,0,0,0,0,0,14.0,2022,204
Justin Watson,KAN,2,0,0,0,0,14.0,2022,204
Russell Wilson,DEN,0,0,0,0,0,14.0,2022,204
Brett Rypien,DEN,0,0,0,0,0,14.0,2022,204
Latavius Murray,DEN,5,3,-1,0,2,14.0,2022,204
Marlon Mack,DEN,3,2,62,1,66,14.0,2022,204
Mike Boone,DEN,2,2,27,0,20,14.0,2022,204
Jerry Jeudy,DEN,9,8,73,3,18,14.0,2022,204
Greg Dulcich,DEN,8,3,42,0,23,14.0,2022,204
Kendall Hinton,DEN,6,5,38,0,14,14.0,2022,204
Eric Tomlinson,DEN,3,2,11,0,7,14.0,2022,204
Jalen Virgil,DEN,1,1,9,0,9,14.0,2022,204
Eric Saubert,DEN,2,1,2,0,2,14.0,2022,204
Brandon Johnson,DEN,4,0,0,0,0,14.0,2022,204
