Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Miles Sanders,PHI,17,144,2,6.0,113,6.6,31,1.8,1,17.0,14.0,2022,202
Jalen Hurts,PHI,7,77,1,6.0,71,10.1,6,0.9,0,,14.0,2022,202
Boston Scott,PHI,6,33,1,3.0,31,5.2,2,0.3,0,,14.0,2022,202
Gardner Minshew II,PHI,1,-1,0,,-1,-1.0,0,0.0,0,,14.0,2022,202
Saquon Barkley,NYG,9,28,0,1.0,13,1.4,15,1.7,0,,14.0,2022,202
Gary Brightwell,NYG,5,23,0,1.0,16,3.2,7,1.4,0,,14.0,2022,202
Daniel Jones,NYG,4,26,1,3.0,25,6.3,1,0.3,0,,14.0,2022,202
Matt Breida,NYG,3,6,0,,5,1.7,1,0.3,0,,14.0,2022,202
Tyrod Taylor,NYG,2,40,0,2.0,40,20.0,0,0.0,0,,14.0,2022,202
Jamie Gillan,NYG,1,0,0,,0,0.0,0,0.0,0,,14.0,2022,202
