Quarter,Time,Tm,Detail,MIA,LAC,week,year,game_id
2.0,14:14,Chargers,Cameron Dicker 33 yard field goal,0,3,14.0,2022,207
,9:49,Chargers,Mike Williams 10 yard pass from Justin Herbert (Cameron Dicker kick),0,10,14.0,2022,207
,8:45,Dolphins,Tyreek Hill 57 yard fumble return (Jason Sanders kick),7,10,14.0,2022,207
,0:18,Chargers,Austin Ekeler 1 yard rush (Cameron Dicker kick),7,17,14.0,2022,207
3.0,6:23,Dolphins,Tyreek Hill 60 yard pass from Tua Tagovailoa (Jason Sanders kick),14,17,14.0,2022,207
,4:18,Chargers,Cameron Dicker 31 yard field goal,14,20,14.0,2022,207
4.0,2:40,Chargers,Cameron Dicker 28 yard field goal,14,23,14.0,2022,207
,1:10,Dolphins,Jason Sanders 55 yard field goal,17,23,14.0,2022,207
