Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Raiders,-1.0,0.55,-2.46,3.01,-7.21,-5.59,-8.18,7.45,3.2,4.09,-3.33,2.83,3.57,-2.49,3.51,14.0,2022,196
Rams,1.0,5.59,8.18,-7.45,-3.2,-0.55,2.46,-3.01,7.21,-4.09,-2.83,3.33,2.49,-3.57,-3.51,14.0,2022,196
