Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Cowboys,4.0,1.61,-0.81,3.57,-9.61,8.28,-8.26,14.86,6.15,-6.35,-3.66,2.98,2.11,-7.61,-0.17,14.0,2022,199
Texans,-4.0,-8.28,8.26,-14.86,-6.15,-1.61,0.81,-3.57,9.61,6.35,-2.98,3.66,7.61,-2.11,0.17,14.0,2022,199
