Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Derek Carr,LVR,0,0,0,0,0,14.0,2022,196
Josh Jacobs,LVR,2,2,15,0,8,14.0,2022,196
Mack Hollins,LVR,4,2,22,0,15,14.0,2022,196
Zamir White,LVR,0,0,0,0,0,14.0,2022,196
DJ Turner,LVR,1,0,0,0,0,14.0,2022,196
Davante Adams,LVR,7,3,71,0,35,14.0,2022,196
Ameer Abdullah,LVR,2,2,17,0,13,14.0,2022,196
Keelan Cole,LVR,1,1,11,0,11,14.0,2022,196
Jakob Johnson,LVR,1,1,1,0,1,14.0,2022,196
Foster Moreau,LVR,1,0,0,0,0,14.0,2022,196
Baker Mayfield,LAR,0,0,0,0,0,14.0,2022,196
Cam Akers,LAR,1,1,1,0,1,14.0,2022,196
Kyren Williams,LAR,2,1,10,0,10,14.0,2022,196
Malcolm Brown,LAR,2,2,12,0,9,14.0,2022,196
Ben Skowronek,LAR,8,7,89,0,32,14.0,2022,196
Van Jefferson,LAR,4,2,44,1,23,14.0,2022,196
Tyler Higbee,LAR,3,2,11,0,6,14.0,2022,196
Brycen Hopkins,LAR,1,1,8,0,8,14.0,2022,196
Austin Trammell,LAR,2,1,5,0,5,14.0,2022,196
Brandon Powell,LAR,2,0,0,0,0,14.0,2022,196
Tutu Atwell,LAR,9,5,50,0,22,14.0,2022,196
