Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Giants,-26.0,-1.45,-6.71,4.98,-4.37,-28.9,-7.51,-21.39,0.0,1.98,-7.03,4.82,3.45,1.98,-1.24,14.0,2022,202
Eagles,26.0,28.9,7.51,21.39,0.0,1.45,6.71,-4.98,4.37,-1.98,-4.82,7.03,-1.98,-3.45,1.24,14.0,2022,202
