0,1,week,year,game_id
Won Toss,Vikings (deferred),14.0,2022,200
Roof,dome,14.0,2022,200
Surface,fieldturf,14.0,2022,200
Duration,3:13,14.0,2022,200
Attendance,66374,14.0,2022,200
Vegas Line,Detroit Lions -2.0,14.0,2022,200
Over/Under,51.5 (over),14.0,2022,200
