Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Mike White,NYJ,0,0,0,0,14.0,2022,197
Joe Flacco,NYJ,0,0,0,0,14.0,2022,197
Zonovan Knight,NYJ,17,71,1,13,14.0,2022,197
Michael Carter,NYJ,5,5,0,5,14.0,2022,197
Garrett Wilson,NYJ,0,0,0,0,14.0,2022,197
Elijah Moore,NYJ,0,0,0,0,14.0,2022,197
Denzel Mims,NYJ,0,0,0,0,14.0,2022,197
Tyler Conklin,NYJ,0,0,0,0,14.0,2022,197
Braxton Berrios,NYJ,0,0,0,0,14.0,2022,197
Corey Davis,NYJ,0,0,0,0,14.0,2022,197
C.J. Uzomah,NYJ,0,0,0,0,14.0,2022,197
Josh Allen,BUF,10,47,1,16,14.0,2022,197
Devin Singletary,BUF,8,39,0,16,14.0,2022,197
Isaiah McKenzie,BUF,1,7,0,7,14.0,2022,197
James Cook,BUF,4,6,0,4,14.0,2022,197
Nyheim Hines,BUF,1,3,0,3,14.0,2022,197
Dawson Knox,BUF,0,0,0,0,14.0,2022,197
Stefon Diggs,BUF,0,0,0,0,14.0,2022,197
Gabriel Davis,BUF,0,0,0,0,14.0,2022,197
Khalil Shakir,BUF,0,0,0,0,14.0,2022,197
John Brown,BUF,0,0,0,0,14.0,2022,197
