Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
J.K. Dobbins,BAL,15,120,1,5.0,90,6.0,30,2.0,3,5.0,14.0,2022,203
Gus Edwards,BAL,13,66,0,5.0,45,3.5,21,1.6,1,13.0,14.0,2022,203
Tyler Huntley,BAL,9,31,0,1.0,31,3.4,0,0.0,0,,14.0,2022,203
Anthony Brown,BAL,3,-5,0,0.0,-5,-1.7,0,0.0,0,,14.0,2022,203
Kenyan Drake,BAL,1,1,0,,1,1.0,0,0.0,0,,14.0,2022,203
Patrick Ricard,BAL,1,2,0,1.0,2,2.0,0,0.0,0,,14.0,2022,203
Najee Harris,PIT,12,33,1,2.0,21,1.8,12,1.0,0,,14.0,2022,203
Jaylen Warren,PIT,3,11,0,0.0,4,1.3,7,2.3,1,3.0,14.0,2022,203
Kenny Pickett,PIT,2,16,0,1.0,16,8.0,0,0.0,0,,14.0,2022,203
Benny Snell Jr.,PIT,2,4,0,,4,2.0,0,0.0,0,,14.0,2022,203
Steven Sims,PIT,1,1,0,0.0,1,1.0,0,0.0,0,,14.0,2022,203
