Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Davis Mills,HOU,0,0,0,0,0,14.0,2022,199
Jeff Driskel,HOU,0,0,0,0,0,14.0,2022,199
Dameon Pierce,HOU,0,0,0,0,0,14.0,2022,199
Amari Rodgers,HOU,5,4,57,1,28,14.0,2022,199
Eno Benjamin,HOU,0,0,0,0,0,14.0,2022,199
Chris Moore,HOU,11,10,124,0,36,14.0,2022,199
Phillip Dorsett,HOU,3,2,18,0,9,14.0,2022,199
Jordan Akins,HOU,2,1,5,0,5,14.0,2022,199
Rex Burkhead,HOU,1,1,5,0,5,14.0,2022,199
Dare Ogunbowale,HOU,2,2,4,0,4,14.0,2022,199
Dak Prescott,DAL,0,0,0,0,0,14.0,2022,199
Ezekiel Elliott,DAL,5,3,19,0,8,14.0,2022,199
Tony Pollard,DAL,5,4,20,1,10,14.0,2022,199
Dalton Schultz,DAL,10,6,87,0,22,14.0,2022,199
Noah Brown,DAL,6,4,85,0,51,14.0,2022,199
Michael Gallup,DAL,6,2,40,0,24,14.0,2022,199
CeeDee Lamb,DAL,6,5,33,0,13,14.0,2022,199
James Washington,DAL,1,0,0,0,0,14.0,2022,199
