Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Jaguars,14.0,13.06,22.05,-7.34,0.0,3.01,2.82,-0.14,17.56,-3.47,-7.38,1.75,1.84,-2.09,2.41,14.0,2022,201
Titans,-14.0,-3.01,-2.82,0.14,-17.56,-13.06,-22.05,7.34,0.0,3.47,-1.75,7.38,2.09,-1.84,-2.41,14.0,2022,201
