Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Cardinals,-27.0,2.67,-6.42,9.09,-2.86,-31.77,-17.02,-15.6,2.36,5.34,-2.82,6.37,2.64,-0.89,0.04,4.0,2024,58
Commanders,27.0,31.77,17.02,15.6,-2.36,-2.67,6.42,-9.09,2.86,-5.34,-6.37,2.82,0.89,-2.64,-0.04,4.0,2024,58
