Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Jacoby Brissett,NWE,19,32,168,8,21.1,155,4.8,62,3.3,1.9,106,5.6,3,9.4%,5,15.6%,6,13,4,6,16,41.0%,1,1.0,4.0,2024,59
Brock Purdy,SFO,15,27,288,12,42.9,382,14.1,197,13.1,7.3,91,6.1,1,3.8%,5,19.2%,1,9,2,3,6,20.0%,2,6.0,4.0,2024,59
