Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Panthers,-10.0,6.2,3.94,3.59,-3.04,-13.19,-13.06,1.03,4.34,-0.49,-3.24,6.58,1.9,-3.56,-2.17,4.0,2024,51
Bengals,10.0,13.19,13.06,-1.03,-4.34,-6.2,-3.94,-3.59,3.04,0.49,-6.58,3.24,3.56,-1.9,2.17,4.0,2024,51
