Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Colts,3.0,12.91,15.57,-2.33,0.0,-2.8,-4.92,-1.25,9.14,-4.94,-5.64,3.76,0.36,-0.13,-3.29,4.0,2024,53
Steelers,-3.0,2.8,4.92,1.25,-9.14,-12.91,-15.57,2.33,0.0,4.94,-3.76,5.64,0.13,-0.36,3.29,4.0,2024,53
