Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Browns,-4.0,-6.26,-5.57,-0.03,-3.92,4.09,0.45,3.6,7.5,1.12,-2.41,3.23,5.25,-3.74,-1.21,4.0,2024,60
Raiders,4.0,-4.09,-0.45,-3.6,-7.5,6.26,5.57,0.03,3.92,-1.12,-3.23,2.41,3.74,-5.25,1.21,4.0,2024,60
