#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,10:05,MIA 37,4,1:32,24,Fumble,1,Dolphins,4.0,2024,63
2,1,6:11,MIA 13,3,1:57,-4,Punt,1,Dolphins,4.0,2024,63
3,2,14:16,MIA 30,4,1:55,24,Downs,1,Dolphins,4.0,2024,63
4,2,8:20,MIA 30,10,4:07,44,Field Goal,1,Dolphins,4.0,2024,63
5,2,2:08,MIA 20,3,0:28,6,Punt,1,Dolphins,4.0,2024,63
6,2,0:57,MIA 25,3,0:41,1,Punt,1,Dolphins,4.0,2024,63
7,3,15:00,MIA 30,3,1:03,1,Punt,1,Dolphins,4.0,2024,63
8,3,11:40,TEN 48,5,2:38,10,Field Goal,1,Dolphins,4.0,2024,63
9,3,6:00,MIA 30,3,1:40,-7,Punt,1,Dolphins,4.0,2024,63
10,3,0:36,MIA 30,4,1:28,8,Downs,1,Dolphins,4.0,2024,63
11,4,10:45,MIA 30,11,7:09,70,Touchdown,1,Dolphins,4.0,2024,63
12,4,2:33,MIA 8,1,0:06,-8,Safety,1,Dolphins,4.0,2024,63
13,4,0:24,MIA 30,2,0:24,15,End of Game,1,Dolphins,4.0,2024,63
